title,rating,body,author,date
Café de mala calidad,"1,0 de 5 estrellas",El recipiente del café es tan pequeño que el café no sabe a nada. La devolví,Sebastián Manzanares,Revisado en España el 9 de agosto de 2024
Café regular,"2,0 de 5 estrellas","Nosotros molemos el café, solémos utilizar l'or.
Con la cafetera casi igual que esta (misma gama) de cecotec, salían unos cafes mucho más buenos que con esta. Pensábamos que esta marca daría mejores resultados pero no.",juanma,Revisado en España el 6 de agosto de 2024
Hace un buen café,"5,0 de 5 estrellas",Es una muy buena cafetera,Gloria,Revisado en España el 6 de agosto de 2024
neiB,"5,0 de 5 estrellas",Lo único es que aún no sé cómo calibrar la intensidad de la temperatura considero que no sale lo realmente caliente que me gustaría que saliese,IPM,Revisado en España el 4 de agosto de 2024
Buena,"5,0 de 5 estrellas","Buena cafetera para cafés con crema.
No costo mucho encontrar el punto de molido con molinillo variable.
Cremoso y caliente...de momento muy contento.",jorge,Revisado en España el 3 de agosto de 2024
"Por las reseñas, esperaba algo mas que diseño.","3,0 de 5 estrellas","El diseño muy chulo, aunque a mi personalmente la ubicación de los botones no me resulta practico, pues al apretar el porta, agarras inconscientemente y pulsas sin querer.
El cafe en el porta individual es poco bueno, yo por lo menos no he sido capaz de sacar crema en condiciones. Y he usado diferentes tipos de cafe y diferentes puntos de molido, la única manera de hacer un cafe decente es con el porta doble. Por lo demás bien en cuanto a tiempo de calentamiento, el espumador fenomenal de lo mejor de la cafetera.","Conde Assitance,S. L.",Revisado en España el 3 de agosto de 2024
La mejor...,"5,0 de 5 estrellas","Para mi la mejor cafetera que he tenido de esta gama y precio.
Tres años usándola intensamente, y está como el primer día.",David,Revisado en España el 2 de agosto de 2024
Cafetera muy buena,"5,0 de 5 estrellas","Se la compre para mis padres y lleva ya más de 2 años utilizandola y como nueva, hace un cafe increïble!! Muy buena",Cliente Amazon,Revisado en España el 31 de julio de 2024
AL FINAL MUY CONTENTO,"5,0 de 5 estrellas","Tardé en estrenarla varias semanas, luego aprendí a usarla con agua solamente, y cuando me puse con caFé ya, no quedaba nada contento, hasta llegué a contactar con el servicio de atención de la marca, que me dijeron que sin problema, les enviase un vídeo con ella en Funcionamiento y mis quejas, en qué me disgustaba, lo cual era en varias cosas. Ya tenía cogido el tema de la Tª a la que sale el caFé, que la quería alta, pero había más cosas: no sacaba espumita, me gusta el caFé solo, sin más historias. No salía en chorro, sino en goteo, algo raro pasaba... y bueno, resumiendo... a medida que vas ajustando cosas, dosis de caFé molido, presión, grosor de la molienda... no sé por qué pero un buen día comenzó a soltar ya buen chorro, sacaba tb su capita de espuma, y todo. Y desde ahí todo ha seguido perFecto. La uso como para unos 12 caFés al día.
Hoy es mi mejor amiga. Toda una religión.",Motion RA,Revisado en España el 28 de julio de 2024
"Buena cafetera,pero tiene que revisar el portafiltro","3,0 de 5 estrellas","Hace buen café,pero cuesta mucho encajar el portafiltro.","buen café,pero el portafiltro va muy mal,ya que no encaja bien .",Revisado en España el 26 de julio de 2024
Creo que el problema ha sido mio,"3,0 de 5 estrellas","Bueno, lo primero decir que creo que el problema no es de la cafetera si no mío.
Buscaba una cafetera que sobre todo hiciera cafés a la antigua usanza (tipo bar) la decepción ha sido mayúscula, utilizando un café decente no he notado un exceso de calidad respecto a otras.
Eso si la cafetera es robusta, nada de plásticos feos, con buen diseño.
Los principales problemas con los que me he encontrado han sido, poner y quitar el cazo es costoso si no tienes demasiada fuerza teniéndote que ayudar incluso con las dos manos.
Al final es más sucia que otras alternativas puesto que tienes que estar limpiando el cazo en cada uso.
En fin pudo ser pero no fue",jose Antonio Gómez,Revisado en España el 22 de julio de 2024
Funciona perfectamente.,"5,0 de 5 estrellas","Se puede programar la cantidad de café que uno quiere, se calienta muy rápido y, sí se queda sin agua, se para automáticamente.",Ana,Revisado en España el 21 de julio de 2024
Aparatosa,"2,0 de 5 estrellas","La he devuelto porque Me resultó muy aparatosa y no encuentro mejora con mi cafetera italiana.
Prefiero 1000 veces el café que hace la cafetera bialetti.
Cuestión de gustos y opinión personal.",argudín,Revisado en España el 21 de julio de 2024
Buena cafetera,"5,0 de 5 estrellas",Simple pero muy buena,María José Delgado Laino,Revisado en España el 20 de julio de 2024
Compacta,"5,0 de 5 estrellas",Es una cafetera que ocupa poco espacio y prepara buenos cafés. El espumador de leche es fantástico.,JUSTO JIMENEZ MOYANO,Revisado en España el 20 de julio de 2024
