title,rating,body,author,date
Muy dura y buenísima calidad. Recomendable al 100%,"5,0 de 5 estrellas","Muy duradera, ya le utilizado anteriormente",Cliente Amazon,Revisado en España el 15 de junio de 2019
La mejor,"5,0 de 5 estrellas",Simplemente la mejor.,L.,Revisado en España el 13 de junio de 2019
Mi opinión,"4,0 de 5 estrellas",Hace buen café. De uso sencillo,Elena,Revisado en España el 2 de mayo de 2019
Café buenísimo,"5,0 de 5 estrellas",Buen producto.,Maripinturillas,Revisado en España el 14 de febrero de 2019
Café de la mañana,"5,0 de 5 estrellas","Tenia una igual de hace muchos años, sólo tenía que comprar otro. Espero que esto dura tanto
hace una agradable taza o más.",Curly,Revisado en España el 21 de abril de 2018
Genial,"4,0 de 5 estrellas","Tenia una igual de hace muchos años y se murió, y esta es estupenda hace un buen café, rápida, estoy muy contenta por que creía que ya no hacían este modelo,¡ y lo tengo¡",pilar,Revisado en España el 12 de enero de 2018
José luis,"4,0 de 5 estrellas",Me parece una cafetera que esta muy bien la marca es muy buena yo tuve otra y me salió muy bien,jose luis,Revisado en España el 16 de abril de 2016
Muy buen producto,"5,0 de 5 estrellas","He comprado en un periodo corto de tiempo cafeteras, a priori buenas que hacían agua chirri. Por fin una cafetera que hace café como el de antes, con cuerpo y sabor",Maria,Revisado en España el 18 de septiembre de 2019
La mejor cafetera del mercado,"5,0 de 5 estrellas","La mejor cafetera sin duda, la tuve hace 20 años y cuando se nos rompió fue un drama. Ahora, encontrar que sigue existiendo ha sido una alegria. Fácil de limpiar, cómoda y el café sabe a café.",Cliente Amazon,Revisado en España el 1 de agosto de 2019
Calidad y buen precio,"5,0 de 5 estrellas",Muy buen producto.,Anapbe,Revisado en España el 11 de noviembre de 2020
"Muy, muy PÉSIMA","1,0 de 5 estrellas","Nada que ver con el modelo de toda la vida clásico de Braun.
La tuvimos en casa y ...no hay color.
1__el filtro es normal de papel y se suele caer la parte donde se pone pues es de quita y pon
2__el agua sube normal, a veces fría, deja de funcionar el medidor de tazas, el indicador con la bolita roja que se queda fijo. En la antigua; era de aluminio el cable, hasta gotear el agua. Siempre estaba muy caliente el agua. Creo que de ahí su espuma, su aroma.
3__ Es carísima, es como una imitación de la que teníamos en casa y ni si asemeja. Tan sólo la jarra. Y tampoco, la tapadera se cae, el plástico es de muy mala calidad.
4__ No la volvería a comprar. No la aconsejo. Vacía el café, al echar el agua... Un auténtico desastre.",M.I.S.,Revisado en España el 9 de abril de 2021
Desconcertada,"3,0 de 5 estrellas","Necesitaba cambiar la que tenia, después de casi 30 años, compré la misma marca en negro, y, vaya, esta me produce posos, misma maquina, mismo filtro y y al llegar a la mitad se ralentiza mucho el goteo.",Genoveva,Revisado en España el 23 de noviembre de 2019
Roto en un ano en medio,"2,0 de 5 estrellas",Lo he comprado en noviembre 2018. Y hoy está roto...he pagado 45€ en este tiempo.....porque esperaba que va a durar por muchos años. Pero no. Tampoco puedo abrir para ver qué es.....cómo muchas máquinas ahora....es una pena.....,Cliente Amazon,Revisado en España el 7 de junio de 2020
Estanqueidad inexistente,"1,0 de 5 estrellas",Me gustaría ponerle un cero como una catedral. Parece mentira que una marca de siempre funcione tan mal. No lo recomiendo en absoluto. Dinero tirado.,Begoña,Revisado en España el 8 de septiembre de 2021
envío,"5,0 de 5 estrellas",Todo el proceso perfecto,Artemis,Revisado en España el 7 de enero de 2021
