title,rating,body,author,date
Easy to use and makes decent coffee!,"5,0 de 5 estrellas",This is an amazing little portable espresso maker. Easy to travel with and to use.,MT,Revisado en Reino Unido el 4 de febrero de 2024
Pas très pratique,"3,0 de 5 estrellas",Il faudrait qu'il soit électrique rechargeable car avec la capsule espresso pas top le café,Laurent loubiat,Revisado en Francia el 3 de febrero de 2024
Facile d'utilisation,"4,0 de 5 estrellas","Facile d'utilisation en suivant les quelques indications du fabricant. Il faut encore trouver les bons dosages pour le café. Perte assez rapide de la chaleur du café, peut-être faut-il faire un préchauffage plus long",Apsara-01,Revisado en Francia el 7 de enero de 2024
Compact and easy to use,"4,0 de 5 estrellas",Only use this when we travel so far have been happy with the results. Easy to use and clean up just as easy.,moto vulcan,Revisado en los Estados Unidos el 22 de diciembre de 2023
Un bon produit malgré un petit défaut,"4,0 de 5 estrellas","Un bon produit pour faire des expresso ou partir en forêt, le seul inconvénient reste le temp d'attente sur le piston afin que le café puisse apparaître malgre tout cela reste un bon produit pour des randonnées.",anas serroune,Revisado en Francia el 28 de noviembre de 2023
Quality in your hand A+ in my book,"5,0 de 5 estrellas","Sooooo I read a few reviews I was undecided buying this product! But I travel for work a lot and I pulled the trigger and let me tell you
“WHAT A GAME CHANGER”
Espresso maker in the palm of your hand
The quality is great, the instructions is great, and it’s easy to use! A+
Beats an aeropress by a long shot",Andres,Revisado en los Estados Unidos el 18 de octubre de 2023
WACACO Nanopresso is a regrettable investment if you are looking for a decent espresso coffee,"1,0 de 5 estrellas","The WACACO Nanopresso is, without a doubt, one of the biggest disappointments I have experienced in the world of coffee. As an espresso lover, I had high hopes for this portable coffee machine, but unfortunately, it didn't meet my expectations at all.

The first thing that disappointed me was the quality of the coffee they produce. Not only is it weak and watery, but the taste is completely bland. Despite following all the instructions precisely, I was not able to get a decent cup of espresso at any time. The resulting coffee is so tasteless that it makes me wonder if this device really does its job.

Because of the high price it is better to buy a coffee machine.

El WACACO Nanopresso es, sin duda, una de las mayores decepciones que he experimentado en el mundo del café. Como amante del espresso, tenía grandes esperanzas en esta máquina de café portátil, pero desafortunadamente, no cumplió con mis expectativas en absoluto.

Lo primero que me decepcionó fue la calidad del café que produce. No solo es débil y aguado, sino que el sabor es completamente insípido. A pesar de seguir todas las instrucciones con precisión, no logré obtener una taza de espresso decente en ningún momento. El café resultante es tan desabrido que me hace preguntarme si este dispositivo realmente cumple con su función.

Por el precio tan alto es mejor comprar una maquina de cafe.",Alvaro Rubio,Revisado en los Estados Unidos el 13 de octubre de 2023
Überrascht pber gutes Ergebnis,"5,0 de 5 estrellas","Habe schon ein paar Reiseversionen getestet. Wenig erfolgreich.
Dieses Teil ist mit frisch gemahlenen Bohnen von einer Rösterei ein Quantensprung zu meiner Bialetti.",Alex C.,Revisado en Alemania el 11 de octubre de 2023
Le orange est top,"5,0 de 5 estrellas",Dommage que l adaptateur à capsules soit pas orange aussi,Doubleau,Revisado en Francia el 5 de octubre de 2023
Great for truck drivers,"5,0 de 5 estrellas",Great for truck drivers those who bring their own coffee and just need to make a quick single shot for themselves,Daniel,Revisado en los Estados Unidos el 18 de septiembre de 2023
Broke Soon After Purchase,"1,0 de 5 estrellas","I bought this for use with the Nespresso pod adapter that Wacaco sells separately. It worked great for the first couple of weeks, until the pod adapter literally broke apart inside the Nanopresso (more detail is included in my review on that product page). Wacaco, to their credit, eventually replaced the adapter, but the primary module failed a couple of weeks later, and stopped pumping water/holding pressure completely. The entire device, between failures, worked as-advertised for a cumulative few weeks. This is a very compelling and cool concept, but the quality of Wacaco's actual products is unacceptable, especially given the price point.",Kelley,Revisado en los Estados Unidos el 31 de julio de 2023
