title,rating,body,author,date
Buen café y bonito diseño,"5,0 de 5 estrellas","Práctica,bonito diseño en beige claro. La he probado 4-5con muy buen café. Recomendado.",Cliente de Amazon,Revisado en España el 17 de abril de 2024
Compacta y elegante...,"5,0 de 5 estrellas","Muy bonita, compacta y elegante, fácil de usar, se puede usar con vaso grande moviendo la bandeja en la que se coloca la taza, amo DELTA ❤",Jarely,Revisado en España el 1 de agosto de 2023
Excelente,"5,0 de 5 estrellas",Es la segunda que compramos. La primera duro 7 años y por la diferencia de precio del arreglo y una nueva en promocion era poca decidimos comprar esta que tiene la opcion de cafe largo. Encantados con ella.,Maria,Revisado en España el 7 de abril de 2023
Preciosa,"5,0 de 5 estrellas","Muy bonita y fácil de limpiar!!
La usamos en un negocio y los Clientes están en anotados",Cliente Amazon,Revisado en España el 3 de mayo de 2023
Excelente,"5,0 de 5 estrellas",Excelente máquina. Claro é Delta,Vanda M.,Revisado en España el 18 de junio de 2023
Óptima máquina para tirar bom café.,"5,0 de 5 estrellas","A máquina é muito prática e funcional, trabalha muito silenciosamente.",Rui,Revisado en España el 19 de abril de 2023
"No funcionaba, la devolví.","1,0 de 5 estrellas",No salía el agua. La devolví sin problemas.,Paola Chini,Revisado en España el 7 de enero de 2024
Bom café,"5,0 de 5 estrellas",Tira cafe quente. Delta Q um dos melhores cafés do mercado,cristina,Revisado en España el 22 de febrero de 2023
Máquina de café,"5,0 de 5 estrellas",Top,Joelle,Revisado en España el 27 de abril de 2023
"Muito simples, bom café","5,0 de 5 estrellas","Foi rápida a entrega, a máquina é muito boa,",Angela Neto,Revisado en España el 2 de enero de 2023
Apenas perde muita água,"5,0 de 5 estrellas",Uso doméstico,Fatima Lourenço,Revisado en España el 22 de noviembre de 2022
Design atrativo,"5,0 de 5 estrellas",O melhor café “DELTA”,Mário Ribeiro,Revisado en España el 6 de junio de 2022
Roto,"1,0 de 5 estrellas",El depósito del agua viene roto,Arancha perez,Revisado en España el 23 de diciembre de 2021
Buena cafetera para cápsulas Delta Q.,"5,0 de 5 estrellas","Hasta ahora cumple con lo prometido. Me hubiera gustado un poco más de espacio para colocar tazas de café más grandes, pero igual recomendado 100%.",Alejandro Ojeda,Revisado en España el 5 de mayo de 2023
Ok,"5,0 de 5 estrellas","Klein und praktisch, zufrieden",VJ,Revisado en Alemania el 22 de abril de 2023
