title,rating,body,author,date
Aceptable,"3,0 de 5 estrellas",Jarra de gran capacidad y todo el conjunto es muy grande también. La calidad parece mala...de plástico. Ya veré con el uso!,Gemma G.,Revisado en España el 16 de mayo de 2021
Elegante y funcional,"5,0 de 5 estrellas",Muy elegante y muy práctica. Con su gran capacidad puedes hacer cafés para mucha gente de una sola tacada. Ideal para casa y para la oficina,MANUEL G.,Revisado en España el 11 de octubre de 2020
Buenísima!!,"5,0 de 5 estrellas",Muy feliz con mi compra! Al fin una cafetera de casi dos litros 🙌,rodrigo,Revisado en España el 21 de julio de 2020
Kaffee läuft nicht schnell genug durch,"1,0 de 5 estrellas","Leider hat diese Kaffeemaschine nach einem halben Jahr der Benutzung den Geist aufgegeben.
Totz regelmäßigem entkalken und reinigen lief der Kaffee immer langsamer durch. Mittlerweile kämpft die Maschiene 45min bis die Kanne voll ist.
Wir hätten gerne den Verkäufer kontaktiert aber dieser Service wird hier nicht angeboten. Eigentlich ein Reklamationsfall. Vielleicht setzt der Verkäufer sich ja mit uns in Verbindung nach gelesener Rezzession. Das wäre toll.",Martin Ufnal,Revisado en Alemania el 22 de julio de 2024
Perfekt für mich!,"5,0 de 5 estrellas","Sieht schick aus, macht, was sie soll. War woanders im Angebot, Preis hier verglichen, bei der Preisreduzierung auf knapp 40€ zugegriffen. Nehme frisch gemahlenen Kaffee, bisher nur French Press, da hat man aber immer so einen Nahkampf mit dem Kaffeepulver, das ist nun vorbei.",Sherlöckchen,Revisado en Alemania el 18 de julio de 2024
Sehr gut und günstig,"5,0 de 5 estrellas","Ich kann über die Kaffeemaschine nur gutes berichten, ich hatte sie extra angeschafft wegen des großen Fassungsvermögens von 1,8 Litern, ist perfekt, leicht zu bedienen und sehr leicht zu reinigen. Ich kann diese Maschine nur Empfehlen",Mattick Günter,Revisado en Alemania el 18 de julio de 2024
Schnelle Lieferung,"5,0 de 5 estrellas","Alles wie beschrieben, top",H. R.,Revisado en Alemania el 17 de julio de 2024
Gute Kaffeemaschine mit Timmer,"5,0 de 5 estrellas",Hat immer ihren Dienst getan und wurde nach langer Zeit ausgetausch gegen eine Baugleiche die wieder ihren Dienst macht,birma,Revisado en Alemania el 7 de julio de 2024
Perfekte Lieferung,"5,0 de 5 estrellas","Schön im Design
Erfüllt seine Aufgabe guten Kaffee zu brühen",Baumann Gerhard,Revisado en Alemania el 6 de julio de 2024
Gut,"4,0 de 5 estrellas",Alles bestens,Kristina,Revisado en Alemania el 1 de julio de 2024
schickes Teil,"5,0 de 5 estrellas",macht seit ca. 1Jahr gute Dienste!,Hans,Revisado en Alemania el 27 de junio de 2024
gerne wieder,"5,0 de 5 estrellas",gerne wieder,Wolfgang Arend,Revisado en Alemania el 25 de junio de 2024
"Maschine top, Glaskanne defekt.","2,0 de 5 estrellas","Die Maschine ist wie beschrieben und funktioniert tadellos. Es ist bereits unsere dritte dieser Sorte. Der Vorgänger hielt drei Jahre. Leider wurde die Glaskanne beschädigt geliefert. Diese ist nicht verwendbar. Da wir noch im Besitz der alten Kanne waren nutzen wir nun diese. Die Rücksendung/ Erstattung und neu Lieferung dauert uns einfach zu lange. Es ist schade, dass scheinbar keine Teilerstattung für nur die Kanne möglich ist oder das Kontaktieren des Verkäufers. Diese Option sollte gegeben sein. Die Kanne sollte wohl besser verpackt werden.",Jenni,Revisado en Alemania el 17 de junio de 2024
"die Kaffeemaschine ,noch keine 2Jahre,ist defekt,läuft nicht durch...","3,0 de 5 estrellas","Kann ich diese Kaffeemaschine noch retournieren,läuft nicht durch,dauert fast eine dreiviertel Stunde...ich kann leider kein Foto machen,da ich kein Fotohandy habe...MfG",IRENE DASCHNER,Revisado en Alemania el 17 de junio de 2024
Gute kaffeemaschine,"5,0 de 5 estrellas",Preisleistung passt tolles design qualitaet ist super funktioniert schnell und leise.,thomas thies,Revisado en Alemania el 9 de junio de 2024
Top Maschiene,"5,0 de 5 estrellas",alles gut,Amazon Kunde,Revisado en Alemania el 9 de junio de 2024
Kaffeemaschine,"5,0 de 5 estrellas",Preis/ Leistung Super !!,Heike Radmacher,Revisado en Alemania el 1 de junio de 2024
nach 2 Jahren und 11 Monaten funktioniert die Kaffeemaschine nicht mehr!,"1,0 de 5 estrellas","Komme jetzt erst dazu, dies zu schreiben. WIr haben uns die Kaffeemaschine in 2021 gekauft und nun funktioniert sie nicht mehr, leuchten zwar die Lichtlein und Uhrzeit wird angezeigt, aber weder die Platte wird warm, noch läuft heißes Wasser zum Kaffeekochen, bin schon enttäuscht - wahrscheinlich ja auch die Garantie abgelaufen.. :-( ist das typisch?",Amazon Kunde,Revisado en Alemania el 28 de mayo de 2024
Informiert,"4,0 de 5 estrellas",Macht das für was es da steht,Jochen Wagner,Revisado en Alemania el 24 de mayo de 2024
"nach 1,5 Jahren leider schon kaputt","1,0 de 5 estrellas","Die Kaffeemaschine tat, was sie sollte, allerdings fielen erst die Funktionen der Einstellung aus und dann stellte sie bereits nach 1,5 Jahren den Betrieb komplett ein. Auch wenn es ein Gebrauchsartikel ist, dann sollte bei soviel verbautem Material doch eine längere Gebrauchsdauer einklagbar sein. Ein elektrisches Gerät nach so kurzer Zeit schon entsorgen zu müssen, ist ärgerlich.",Amazon Kunde,Revisado en Alemania el 18 de mayo de 2024
Günstig und Erfüllt den Zweg,"5,0 de 5 estrellas",Einfach in der Bedienung 😉😉,Mario,Revisado en Alemania el 12 de mayo de 2024
Kaffemaschine,"4,0 de 5 estrellas",Gutes Produkt Preis ind Leistung stimmen würde es wieder kaufen Farbe gut,Brigitte Hauck,Revisado en Alemania el 7 de mayo de 2024
"Schön und groß, aber qualitativ nicht so hoch","3,0 de 5 estrellas","Es ist eine hübsche Maschine mit sehr schön großer Kanne, die aber nun nach 1,5 Jahren kaputt ist-der Henkel ist gebrochen. Ersatzkanne konnte ich noch nicht finden.",Marie,Revisado en Alemania el 3 de mayo de 2024
Filter läuft über,"2,0 de 5 estrellas","Gefallen : Heißer Kaffee und größer der Kanne 1,8l.
nicht gut: Filter läuft über,Ventil öffnet nicht richtig, Kaffeepulver in der Glaskanne (ekelhaft)",Bettina Herre,Revisado en Alemania el 2 de mayo de 2024
Gutes Produkt,"4,0 de 5 estrellas",Alles wie erwartet,Hinrich,Revisado en Alemania el 23 de abril de 2024
nicht zu empfehlen,"2,0 de 5 estrellas","Dies ist die schlechteste Kaffeemaschine die ich je gekauft habe.
Die Filterkammer ist oval und damit auch kleiner als bei anderen Maschinen.
Das hat zur Folge, das der Filter zu voll läuft und über die Filtertüte hinaus läuft,
so das der Kaffeesatz, den man ja nicht in der Kanne haben will, in der selben landet.
Dadurch funktioniert auch der Tropfschutz nicht mehr.
Dabei habe ich die Kanne immer nur zur Hälfte gefüllt, mag mir nicht vorstellen wie es bei voller Beladung ist. Des weiteren hat die Kanne zu viel Spiel und man muss genau kontrollieren, ob sie richtig steht um den Kaffee aufzunehmen. So ein Produkt braucht niemand sieht nur schön aus!",Angger,Revisado en Alemania el 19 de abril de 2024
Endlich wieder Kaffeeduft!,"5,0 de 5 estrellas","Die alte Kaffeemaschine war in die Jahre gekommen. Kein Kaffeeduft, kein Kaffegeschmack. Diese Maschine fiel uns durch Rezessionen und Ansicht auf.
Der erste Einsatz, Kaffeeduft, der Kaffee schmeckt und ist wieder heiß. Wir sind sehr zufrieden!",Bu Wo,Revisado en Alemania el 19 de abril de 2024
kaffeemaschine ist ok und leise,"3,0 de 5 estrellas","kaffee ist schnell durchgelaufen, ansonsten bin ich damit zufrieden",Bettina Matern,Revisado en Alemania el 15 de abril de 2024
Gutes Produkt,"5,0 de 5 estrellas",Sehr schneller Durchlauf leichte Bedienung,Peter Boes,Revisado en Alemania el 9 de abril de 2024
Kaffeemaschine,"4,0 de 5 estrellas","Wir hatten 2x diesen Typ von Kaffeemaschine.

Zur Bedienung: Benutzerfreundlich, leicht zu verstehen und zu bedienen. Leichte Reinigung
Wir haben dem Kaffee vorab selbst geschrotet und wir waren immer sehr zufrieden mit dem Kaffeegeschmack in dieser Kaffeemaschine.

Ein großer Pluspunkt, Ist der eingebaute Filter, man hat keine zusätzlichen Filter kaufen müssen.

Allerdings haben die jeweiligen Geräte, nur 2 Jahre gehalten. Deswegen haben wir uns jetzt für ein anderes Produkt entschieden, in der Hoffnung, das diese länger wie 2 Jahre hält.",Martina Z.,Revisado en Alemania el 4 de abril de 2024
Eine defekt Retoure erhalten,"1,0 de 5 estrellas","Eine Retoure bekommen wo der Verkäufer sich noch nicht mal die Mühe gemacht hat diese zu prüfen, wurde so, wie vom Kunden vor mir zurück geschickt, einfach an mich weiter geschickt.Vielen Dank an den Käufer vor mir da er mir viel Zeit erspart hat mit der Angabe des Fehlers oben drauf. Mit Datum 17.1.24 Geht zurück",Diana,Revisado en Alemania el 2 de abril de 2024
undurchdachtes Produkt,"3,0 de 5 estrellas","Schönes Disign, schöne Farbe. Ja Kaffee kann sie und hat sogar einen mitgelieferten Dauerfilter.
Leider ist die Nutzung nicht durchdacht. Der Wasserkran muss jedesmal gedreht werden bevor Kaffeefilter uns Kaffee eingefüllt werden können. Nach dem Kaffeekochen entsteht Kondenzwasser. Das sammelt sich an der großen Abdeckung des Wasserfilters und läuft beim Öffnen den gesamten Rücken der Maschine hinunter. Nach jedem Kaffeekochen die Arbeitsplatte trocken ist nicht mein Ding. Bye bye",isabel ferenc,Revisado en Alemania el 31 de marzo de 2024
Gute Ware,"5,0 de 5 estrellas","Schnelle Lieferung und gute Ware, wie beschrieben",Mausi,Revisado en Alemania el 22 de marzo de 2024
Kaffeemaschine,"5,0 de 5 estrellas",Die Kaffeemaschine hat ein schönes Disyn aber der Wasserbehälter ist oben etwas klein aber sonnst macht die Kaffeemaschine guten Kaffee,Peter Geyer,Revisado en Alemania el 19 de marzo de 2024
Schöne Kaffeemaschine für genau 2 Jahre,"3,0 de 5 estrellas","Vor 2 Jahren habe ich diese Maschine gekauft. Ich war total begeistert.
Optisch total toll, leise und schnell.
Sie wurde regelmäßig entkalkt und stetig gereinigt. Aber nun nach 2 Jahren röchelt sie nur noch, Durchlaufzeit für 8 Tassen = 45 Minuten. Extreme Bildung von Kondeswasser am Deckel.
Ich überlege ernsthaft, ob ich mir diese Maschine erneut kaufe, aber alle 2 Jahre eine neue Maschine kaufen, hat nichts mit Nachhaltikeit zu tun.",Amazon Kunde,Revisado en Alemania el 17 de marzo de 2024
Wie beschrieben...sehr gut,"5,0 de 5 estrellas",Funktioniert sehr gut,Thomas Hautzinger,Revisado en Alemania el 10 de marzo de 2024
Maschine kaputt,"1,0 de 5 estrellas",Die Kaffeemaschine ist schon nach 7 Wochen nicht mehr funktionsfähig. Habe sie zurückgeschickt.,Peter Johnson,Revisado en Alemania el 5 de marzo de 2024
"Hält nicht lang, nach einem Jahr kaputt","2,0 de 5 estrellas","Anfangs gut aber dann war es das auch, vermutlich trink ich zuviel Kaffee",pomer christian,Revisado en Alemania el 4 de marzo de 2024
Kaffeemaschine großer Tank wenig durchlauf,"3,0 de 5 estrellas","Diese Kaffeemaschine hat einen schönen Großen Tank, kann man aber nichts mit anfangen da der Filter bei zuviel Wasser überläuft und dann den Durchlauf mit dem Kaffeesatz verstopft.
Ansonsten eine gute Maschine.",Jens Schröder,Revisado en Alemania el 27 de febrero de 2024
Gute Maschine,"5,0 de 5 estrellas",Alles Gut Super,Schmitt A.,Revisado en Alemania el 24 de febrero de 2024
Langlebiges Gerät,"5,0 de 5 estrellas",Gutes Preis-Leistungsverhältnis und schönes Design,Gärtner 67,Revisado en Alemania el 24 de febrero de 2024
Kaffeemaschine von Grundig,"1,0 de 5 estrellas",Ich bin sehr zufrieden und kann dieses Produkt weiterempfehlen 👌,Asterix,Revisado en Alemania el 4 de febrero de 2024
Beste Kaffeemaschine,"5,0 de 5 estrellas","Nie wieder eine andere, Ist die beste die wir jemals hatten.
Immer wieder","Spitze, immer wieder gerne, Erwartungen mehr als übertroffen. Top",Revisado en Alemania el 4 de febrero de 2024
Schnelle Lieferung,"5,0 de 5 estrellas",Preiswert,Annegret Raum,Revisado en Alemania el 1 de febrero de 2024
Sehr schön,"5,0 de 5 estrellas","Wir brauchten auf der Arbeit eine größere Kaffeemaschine, wenn man nicht gerade 200 Euro ausgeben will ist die Auswahl klein. Zuerst waren alle skeptisch wegen der Farbe.
Resumee nach 2 Wochen:
Die Maschine sieht toll aus. Das Rot ist wirklich ein schönes Metallicrot und kein Knallrot. Kaffee schmeckt uns allen. Besonders gut gefällt uns dass die Kanne nicht kleckern, der Ausguss ist besser als bei jeder Maschine die wir bisher hatten. Die Uhr mit der Möglichkeit eine Startzeit zu wählen klappt super. Alles wird bereit gemacht wenn jemand Zeit hat. Startseite ist so eingestellt dass unser Kaffee pünktlich zum Frühstück fertig ist.
Klare Kaufempfehlung!",CK,Revisado en Alemania el 24 de enero de 2024
"Gute Kaffeemaschine,schöne Optik.","5,0 de 5 estrellas",ok,W. Homeister,Revisado en Alemania el 20 de enero de 2024
Qualität,"1,0 de 5 estrellas",Sieht billig aus,Beatrix Urbat,Revisado en Alemania el 14 de enero de 2024
"Kaffee schmeckt gut, sieht schön aus","5,0 de 5 estrellas","Der Kaffee schmeckt sehr gut, das programmieren ist sehr einfach. Einzig die Beschriftung der Tasten ist nicht so gut zu sehen. Die Maschine ist etwas größer als ich erwartet hatte, sieht aber sehr schön aus. Nach 40 Minuten schaltet sie sich automatisch ab, was aber auch so in der Produktinfo zu finden ist. Meine frühere Kaffeemaschine schaltete sich bereits nach 30 Minuten ab. Ich sehe darin absolut keinen Grund zur Bemängelung, sondern finde es beruhind.",Brigitte,Revisado en Alemania el 12 de enero de 2024
Ist Okay,"4,0 de 5 estrellas",Die Optik ist voll okay,Thiele,Revisado en Alemania el 10 de enero de 2024
Einfach Top,"5,0 de 5 estrellas","Diese Kaffeemaschine sieht nicht nur toll aus, sie ist toll.
Ich war mit meiner Kaffeemaschine nicht mehr zufrieden. Sie war etwa ein Jahr alt und war günstig.
Für einige Tassen Kaffee brauchte sie eine Ewigkeit und der Kaffee schmeckte schrecklich.
Dann habe ich mich entschlossen mehr Geld für etwas vernünftiges auszugeben, obwohl der Preis immerhin nicht viel ist. Was soll ich sagen, ich bin begeistert. Mein Kaffee schmeckt wieder sehr gut und ist in kürzester Zeit fertig.",Christiane,Revisado en Alemania el 7 de enero de 2024
Grundig KM 6330 Kaffeemaschine,"5,0 de 5 estrellas",ALLES BESTENS,Lemke,Revisado en Alemania el 4 de enero de 2024
kein Stern,"1,0 de 5 estrellas","Kaffeemaschiene kaputt,transportiert kein Wasser",h.-u. s.,Revisado en Alemania el 28 de diciembre de 2023
Uhr läuft nicht,"4,0 de 5 estrellas","Schnelle Lieferung… „nur“ mit dem Grundig-Karton verpackt…. so durch die DHL Welt gefahren…. evtl. ist das der Grund, dass die Uhr nicht läuft… damit auch Timerfunktion nicht gegeben.

Anfrage beim Kundenservice läuft, ob ich trotz Lesen der Bedienungsanleitung was übersehe.

Maschine an sich sehr schön und läuft…
Mal abwarten, evtl. werde ich sie aus o. e. Grund retour senden/Austausch.",Frank B.,Revisado en Alemania el 24 de diciembre de 2023
Sehr gute Kaffeemaschine.,"5,0 de 5 estrellas","Große Glaskanne, hübsches Design und gutes Preis.",Bodo Schmid,Revisado en Alemania el 15 de diciembre de 2023
Wasser läuft direkt beim befüllen des Wassertankes heraus,"1,0 de 5 estrellas","Diese Kaffeemaschine tropft ständig nach, trotz des sogenannten Tropfschutzes, aber auch sobald man mit einigen Verrenkungen (Skala schräg hinten) den Wassertank befüllt, läuft das Wasser direkt heraus. Außerdem stehen oben auf dem Rahmen des Wassertanks ständig regelrechte Wasserpfützen. Diese Kaffeemaschine ist absolut schlecht konstruiert. Keine Kaufempfehlung.",R. A.,Revisado en Alemania el 11 de diciembre de 2023
