title,rating,body,author,date
Soweit alles ok.,"4,0 de 5 estrellas",geht nicht zuviel Aufwand will ich nicht,Horst,Revisado en Alemania el 23 de marzo de 2024
Umstieg von Nespresso zurück auf Senseo ✅,"5,0 de 5 estrellas","Nach Jahren habe ich mir endlich wieder eine Senseo (hier HD6553) gegönnt und bin hoch zufrieden diese wieder neu entdeckt zu haben, Nespresso nutze ich weiter für einen schnellen Espresso aber hier hab ich meinen Kaffee wie damals, lecker, cremig, viel Auswahl und heiß isser! Und ab in den Kompost mit den Pads. So kann ich gut mit beiden Maschinen leben, je nach Lust. Neben vielen neuen Sondermodellen bleibe ich dem Urmodell treu, das ist sogar deutlich leiser als früher und diese Version in Polen gebaut hat eine sehr gute Qualität.",Plichti,Revisado en Alemania el 28 de febrero de 2024
Lecker Kaffee,"4,0 de 5 estrellas","Für 2 Becher Kaffee am Morgen, geliefert wie angekündigt",Thorsten Kröger,Revisado en Alemania el 23 de marzo de 2024
funktionniert gut,"4,0 de 5 estrellas",anständiges Funktionnieren ohne Probleme,Jean Bour,Revisado en Alemania el 16 de marzo de 2024
Senseo Kaffeemaschine,"5,0 de 5 estrellas","Bin erstaunt wie leise diese Maschine arbeitet! Finde dies sehr positiv. Wuerde sie wieder kaufen,sehr empfehlenswert! Einfach zu bedienen und reinigen,danke",Susanne Polzer-Thompson,Revisado en Alemania el 25 de abril de 2024
"Viel leiser, aber auch Nachteile zu Vorgänger","4,0 de 5 estrellas","+++ sehr viel leiser als meine alte (quasi gleiches Model, nur einige Jahre alt und inzw defekt)

+ schnelleres aufheizen

+ Tank fügt sich leicht ein

--- leider nicht mehr ganz so heiss

-- Platte über Tropffänger leider inzw Plastik statt Metall und leider auch nicht satt aufliegend, sondern eher locker und lummelig

- Deckel klappte früher nach dem lösen des Hebels automatisch ganz auf, inzw leider nicht mehr

- Auslauf ist nun auch nicht mehr höhenverstellbar",Ella,Revisado en Alemania el 21 de septiembre de 2023
"Kaffee schmeckt, meine Tassen passen nicht:","3,0 de 5 estrellas","Die Höhe des neuen Kaffeespenders rechts (sw) ist nicht mehr verstellbar wie beim früheren Modell (links, Chromteil), alle meine (teuren) Edelstahl-Iso-Tassen sind nun entweder zu hoch (>95mm) und passen nicht unter den festen Spender oder laufen über weil zu klein.. die Aufstellfläche ist nun auch kleiner geworden und aus Billig-Plastik.. zwei Tassen besser nicht zusammen draufstellen.. die sind zu groß und wandern durch die Vibrationen 'runter.. (linkes Foto: meine teuren ISO-Tassen links sind nun unbrauchbar, erforderlich sind die 2 rechts (neu gekauft) : 330ml + nur max 95mm hoch.. (aber dann noch 1mm vom Spender abfeilen !!!) Sonst klemmt der Kaffeepott !
2 ISO-Tassen passen nicht zusammen auf die nun kleinere runde Billig-Plastik-Stellfläche..
Gesamteindruck: hier ist an allen Teilen gespart geworden..",Bremer Kunde,Revisado en Alemania el 3 de enero de 2024
Ersatz für denn Vorgänger,"5,0 de 5 estrellas","Die Senseo ist einfach klasse, wir haben diese hier gekauft, weil der Vorgänger jetzt nach gut 5 Jahren denn Geist aufgegeben hat.",Sebastian,Revisado en Alemania el 5 de abril de 2024
Statt schwarz nur anthrazit...,"4,0 de 5 estrellas","Die Senseo Kaffeepad-Maschine an sich läuft top, wurde aber trotz Bestellung in schwarz nur in anthrazit geliefert! Schade...",Natura,Revisado en Alemania el 23 de diciembre de 2023
"Philips, das könnt ihr doch besser...","3,0 de 5 estrellas","Dieses Gerät gibt es schon eine halbe Ewigkeit. Wie kann man als Markenhersteller die Passenauigkeit nicht ordentlich hinbekommen? Das ""Gitter"" über der Abtropfschale rutscht ständig heraus und sieht billig aus. Der Tank hat zudem an der Oberseite einen ungleichmäßigen und m.E. unnötig großen Spalt.
Irgendwie fühlt sich das Produkt nicht ganz ausgereift an...
Naja, der Kaffee schmeckt und auf den ersten Blick sieht sie auch doch ganz schick aus... ;)",Amazon Kunde,Revisado en Alemania el 7 de marzo de 2024
KAUFEN !! MAN MACHT NICHTS FALSCH,"4,0 de 5 estrellas","SEHR GEEHRTE DAMEN UND HERREN !!!!DIESE KAFFEEMASCHINE IST DER VOLLTREFFER FÜR
UNS ZUHAUSE !!!KLEIN ABER FEIN !!!
NUR WENN MAN DIE PADS IN DIE SCHALEN BEGIBT HALTE ICH DIESE ETWAS ZU FLACH !!
AUF JEDEN FALL DER FRÜHSTÜCKSKAFFEE SCHMECKT VORZÜGLICH MID DEN PADS VON
SENCEO !!
KANN DIESE KAFFEEMASCHINE NUR WEITER EMPFEHLEN !!!",HELMUT LEHFER,Revisado en Alemania el 28 de octubre de 2023
"Endlich eine Senseo, die funktioniert :-)","4,0 de 5 estrellas","Die erste ... eine Senseo Select ... war undicht, die zweite ... eine Senseo Original Plus ... hatte Fehlfunktionen (Duschen bzw. Hände waschen geht bei mir anders ...) . Diese hier scheint zu funktionieren, wie sie soll. Bin gespannt, wie lange.

Zwei Mankos:
1) kein höhenverstellbarer Auslauf. Der typische Büro-Kaffeebecher muß beim Darunterstellen schräg gehalten werden (und natürlich auch bei der Entnahme ... Verschütten ist daher je nach Füllmenge möglich, wenn man nicht aufpasst.
2) das geringe Volumen des Wassertanks, aber dafür gibts im Zubehörhandel ja XXL-Tanks zum Nachrüsten.

Warten wir es also ab ...",Crazy Violist,Revisado en Alemania el 10 de junio de 2023
