title,rating,body,author,date
Maravillosa,"5,0 de 5 estrellas","Bonita, practica, nada aparatosa, cómoda y hace un café riquísimo. Además la jarra/termo mantiene caliente el café varias horas. La recomiendo.",Ignacio CR,Revisado en España el 7 de noviembre de 2021
Fantastico,"5,0 de 5 estrellas",Facil de usar y el cafe .... mejor que nunca,Tina,Revisado en España el 4 de noviembre de 2021
Buen producto,"5,0 de 5 estrellas","Después de algo más de 3 meses de uso puedo decir que la cafetera va de maravilla. Hace un café bastante superior a la media.
Tengo que seguir que en este tiempo de uso, tuve un problema con la jarra, ya que tras una limpieza diaria y habitual se despegó el fondo y le entró agua en las paredes internas, la cual no había forma de quitar, pero tras unos pocos mensajes con la tienda, me mandaron una nueva sin coste alguno, por lo que estoy encantado con el servicio prestado.
Resumiendo, un buen producto, y un servicio pos venta aún mejor.
RECOMENDABLE al 100%",David Vale,Revisado en España el 19 de octubre de 2021
La calidad del producto,"5,0 de 5 estrellas","Mu gusta todo de esta cafetera ,tiene un diseño muy bonito , es muy fácil de utilizar, y hacemos buen café, se puede programar para tener el café listo cuando se quiera y tiene una jarra termo con doble cuerpo de acero inoxidable para conservar el café caliente mucho tiempo
La recomiendo",luis ignacio,Revisado en España el 18 de septiembre de 2021
Muy practico,"4,0 de 5 estrellas",Genial el poder programarla y mantiene el café caliente,cristina,Revisado en España el 27 de junio de 2021
Fiyatı uygun,"3,0 de 5 estrellas",Uygun 1300 tl civarı bir paraya almıştım. Kıvam ayarlama özelliği güzel. Saati her fişten çıktığında sıfırlıyor. Üst kısmındaki plastik çok dandik ve yukarı doğru eğilme (bombe) yaptı. Termos kısmı sızdırıyor ve çabuk soğutuyor. Cam ile arasında öyle pek bir fark yok. Amazon ile kaliteli bir ürünü uyguna alırım demiştim ama yani Türkiye’den bu fiyatlara alacağınız bir makineden artısı yok. En azından Türkçe kitapçık filan olur.,Okan SAHIN,Revisado en Turquía el 2 de julio de 2024
Très bien,"4,0 de 5 estrellas",Très bien,Louis,Revisado en Francia el 13 de junio de 2024
Kaffeemaschine,"5,0 de 5 estrellas",Sehr schönes Teil.Funktionieret tadellos,Thomas Herzog,Revisado en Alemania el 10 de junio de 2024
Hammer,"5,0 de 5 estrellas",Tolles Design und erfüllt mir alle meine Kaffee Wünsche. Sehr empfehlenswert. 👍🏻👍🏻👍🏻,Andreas Schulz,Revisado en Alemania el 24 de mayo de 2024
Kaffeekanne tropft beim einschenken,"2,0 de 5 estrellas","Von dieser Kaffeemaschine bin ich enttäuscht. Nach nur 3 Monaten tropft diese beim einschenken in die Tasse, so dass Kaffee Untertasse un wenn man nicht aufpasst, auch die Tischdecke versaut ist.",Katharina,Revisado en Alemania el 22 de mayo de 2024
"Maschine gut, Kanne leckt","3,0 de 5 estrellas","Die Kaffeemaschine ist super und die Timer-Funktion ist sehr hilfreich! Wir genießen es richtig, morgens vor dem aufstehen den Kaffeegeruch zu haben!
Für die Bedienung wäre es hilfreich, wenn man den Wasserbehälter entnehmen könnte- dies ist leider nicht der Fall.
Leider leckt die Kanne und der Hersteller hat auf Nachfrage bezügl. Ersatz über das Kontaktformular nicht reagiert. :(",Amazon Kunde,Revisado en Alemania el 9 de mayo de 2024
nach wenigen Wochen schon defekt,"2,0 de 5 estrellas",leider ist der Gummi im Deckel der Kanne schon defekt. Der Kaffee läuft überall jin nur nicht in die Tasse,C.G.,Revisado en Alemania el 7 de mayo de 2024
Schlechte Kaffeemaschine,"1,0 de 5 estrellas","Ungefähr 3 Monate war alles ok. Doch jetzt schmeckt der Kaffee nicht mehr und das Schlimmste: der Deckel ist undicht. Es läuft beim einschütten alles daneben. Da ist der Morgen dann schon gelaufen! 😡
Keine Kaufempfehlung!!!",Doris S.,Revisado en Alemania el 1 de mayo de 2024
Pas mal,"5,0 de 5 estrellas","Pas mal pour un petit buveur de café qui a la flemme de faire couler son café le matin. La fonction programme est ce que je cherchais. La chaleur est top, car on ne me fait pas boire un café tiède le matin. Le diffuseur d'arômes est bien pensé qui le rend plus parfumé. Bon article",Marty,Revisado en Francia el 28 de abril de 2024
Wurde vom Vorbesitzer wohl Schonmal zurückgeschickt,"1,0 de 5 estrellas",Bah Kanne ist undicht. Beim öffnungsmechanismus für das Wasser und den Filter ist was abgebrochen. Müllmaschine.,Ordie,Revisado en Alemania el 28 de abril de 2024
Isolierkanne hält nicht richtig warm,"1,0 de 5 estrellas",Isolierkanne hält nicht lange warm. Qualität sehr billig,Sibylle W.,Revisado en Alemania el 9 de abril de 2024
Es geht,"4,0 de 5 estrellas","Thermokanne hält nicht warm,ausschütten von kaffe problematisch,geht immer daneben..wieder kaufen neee lieber nicht",Hülya,Revisado en Alemania el 23 de marzo de 2024
Gutes Gerät,"4,0 de 5 estrellas",Also die Kaffeemaschine ist in Ordnung! Man kann sie für den nächsten Morgen fertig machen und einstellen wann der Kaffee fertig sein soll klappt super. Könnte etwas besser bzw länger heiß halten aber es reicht für unsere Zwecke.,Sabine Hayn,Revisado en Alemania el 19 de marzo de 2024
"Gute Maschine, zu hoher Preis","4,0 de 5 estrellas","Die Maschine an sich ist wirklich top. Timer haut super hin alles und der Kaffe kocht schnell durch.
Aber
Die „Isolierkanne"" macht nicht wirklich dass was sie soll.
Der Kaffe bleibt nicht lange heiß.
Nach einer Stunde ist der Kaffee schon lauwarm und schmeckt nicht mehr
Schade eigentlich und grade für den Preis muss ich sagen",Amazon Kunde,Revisado en Alemania el 15 de marzo de 2024
basique mais fait le job,"3,0 de 5 estrellas",café rapide à s'écouler.,doumé,Revisado en Francia el 5 de marzo de 2024
Super machine,"4,0 de 5 estrellas","Fonctionne très bien, facile à programmer (on doit mettre l'heure à laquelle on voudrait qu'elle s'active), ergonomique",Lisa Marie,Revisado en Francia el 29 de febrero de 2024
"Die fehlende Bedienungsanleitung, habe ich gefunden. Es ist alles in Ordnung","5,0 de 5 estrellas","Mir gefällt die Maschine von der Optik her sehr gut. Leider finde ich werde im Internet oder auf der Maschine wie ich die Aroma plus Funktion einstellen und muss und die Einstellung des Timers verstehe ich auch nicht. Beides befindet sich auf dem runden Butten.

Vielleicht können Sie mir das erklären.
Hat sich erledigt",Maugg Elisabeth,Revisado en Alemania el 22 de febrero de 2024
Kaffeemaschine mit Uhr,"4,0 de 5 estrellas",Eine schöne Kaffeemaschine mit Uhr und Timer. Leider muss ich die Uhr jede Woche nachstellen da Sie nicht genau geht. Daher ein Stern Abzug.,Thomas V.,Revisado en Alemania el 17 de febrero de 2024
