title,rating,body,author,date
Naja... doll ist's nicht,"2,0 de 5 estrellas","Der Kaffee wird trotz dem Einstellrädchen für den Mahlgrad recht grob gemahlen. Dass kenne ich von meinem Kaffeevollautomat besser. Zum Vergleich, es wird nicht so fein als wenn man gemahlenen Kaffee kauft. Der Kaffee wird sehr schnell kalt, denn der Deckel hat ein Loch wo der Kaffee reinfließt das permanent offen ist. Dann muss man die Kanne fast auf Kopf halten damit man nicht ewig brauch bis die Tasse voll ist. Da läuft dann auch schon mal der Kaffee aus dem Loch was immer offen ist. Hätte ich die Möglichkeit gehabt die Maschine vorher zu testen, hätte ich dieses Gerät nicht gekauft.",Marco Glamann,Revisado en Alemania el 7 de junio de 2024
Nur bedingt zufriedenstellend,"3,0 de 5 estrellas","Positiv zu bewerten ist die einfache übersichtliche Handhabung. Auch die Reinigung ist einfach, das Wasserfach wird immer automatisch vollständig entleert. Das Malwerk erzeugt auch bei der feinsten Einstellung sehr grobes unregelmäßiges Granulat 1-3mm. Der Verbrauch an Bohnen ist sehr hoch. Eine Warmhalteplatte ist nicht vorhanden. Vielleicht gibt es diese nur bei Glaskannen? Die Kanne muss fast kopfüber gehalten werden, um ihr den Kaffee zu entlocken. Die Tassenanzeige bezieht sich anscheinend auf Espressotassen (kleines Symbol) und kleine Kaffeetassen (großes Symbol). Man muss für eine große Tasse 2 “große” auswählen (entspricht 250 ml Wasser). Dafür werden 40g Kaffeebohnen eingezogen.
Wer ist der Hersteller? Es gibt keine Information darüber und auch keinen Garantiebeleg.",uri,Revisado en Alemania el 6 de junio de 2024
Barista Filterkaffeemaschine mit Mahlwerk mit Thermokanne,"5,0 de 5 estrellas","alles Bestens, sehr zufrieden mit der Maschine",Hoge,Revisado en Alemania el 24 de mayo de 2024
eine gute Kaffeemaschine mit Mahlwerk,"5,0 de 5 estrellas","Die kaffeemaschine ist sehr gut und Mahlt auch sehr gut und der Kaffee ist immer frisch,und schmeckt sehr lecker ist nur weiter zu empfehlen",Egon Eilerts,Revisado en Alemania el 3 de mayo de 2024
ich würde gerne auch noch eine zusätzliche Glaskanne erwerben,"5,0 de 5 estrellas","Es gefällt mir nicht so gut, dass der Kaffee aus der Thermokanne nur spärlich geschüttet werden kann.
Ich hätte auch noch gerne eine Glaskanne.",vera skusa,Revisado en Alemania el 21 de abril de 2024
Lecker,"5,0 de 5 estrellas","Ist ein wenig laut, aber schmeckt sehr gut",Frank Bobrowski,Revisado en Alemania el 10 de abril de 2024
Guter Kaffeeautomat,"4,0 de 5 estrellas",Erfüllt unsere Erwartungen,Amazon-Kunde,Revisado en Alemania el 21 de marzo de 2024
Erfüllt die Erwartungen nur teilweise,"3,0 de 5 estrellas",Leider ist bei diesem Gerät eine Warmhaltung nicht möglich,Manfred Prange3,Revisado en Alemania el 13 de marzo de 2024
Nach knapp 2 Jahren kaputt,"1,0 de 5 estrellas","Es war ein Fehlkauf!!! Bei dem Verkaufspreis darf das nicht sein! Nach knnapp 2 Jahren ist die Arretierung samt Druckknopf für den Filter kaputt, der Filterhalter öffnet sich selbständig während des Brüh- und Mahlvorgangs. Die Maschine brüht trotz Einstellung von 10 Tassen, nur 2-3 Tassen auf und meldet dann fertigen Kaffee. Auch habe ich die Maschine regelmäßig entkalkt, das hilft nicht! Aktuell muss ich den Filterhalter mit Paketband verschließen, damit überhaupt Kaffee gekocht werden kann. Wie auf den Bildern zu sehen, kommt der Wasserdampf aus dem Filterhalter, der nicht mehr korrekt schließt, das Display ist bereits feucht von innen, es bilden sich auf der Platte für die Kaffeekanne Wasserpfützen. Die Kaffeemaschine ist nicht empfehlenswert zu kaufen.",Gertrud Egger,Revisado en Alemania el 17 de febrero de 2024
Thermoskanne hält nicht warm,"2,0 de 5 estrellas","Im Deckel der Thermoskanne fehlt etwas, es ist keine Feder oder ähnliches drin.
Drum kann auch der Kaffee nicht in der Kanne warm gehalten werden.
Das habe ich jetzt leider erst gesehen,sonst hätte ich sie zurück geschickt.
Denn so macht eine Thermoskanne keinen Sinn!",Andrea Blaum,Revisado en Alemania el 9 de febrero de 2024
"Handhabung, Leistung und Garantie","3,0 de 5 estrellas","Die Barista Filterkaffeemaschine erfüllt die Erwartungen nur bedingt!
Die Thermokanne läßt sich nur so ganz entleeren, wenn man den Deckel entfernt und dann überkopf
hält!
Das befüllen des Wassertanks ist schwierig, weil die Kaffeemaschine erst aus dem Schrank geholt werden muß und dann das Wasser bein Eingießen am Tank vorbeiläuft, weil der Tankdeckel stört.
Der Kaffeeverbrauch ist größer gegnüber einer herkömmlichen Kaffeemaschine. Und wir vermissen eine Garantiebestätigung für übliche 2 Jahre !?",Amazon Kunde,Revisado en Alemania el 5 de febrero de 2024
Alles prima,"5,0 de 5 estrellas","Lieferung schneller als erwartet 2 Tage früher Verpackung sehr stabil
Kaffeemaschine einfach einzustellen und zu bedienen .
Kann ich nur empfehlen 👍",Willi,Revisado en Alemania el 25 de enero de 2024
Der Sehr gut,"5,0 de 5 estrellas",Die Kaffeemaschiebe ist spitze,Albert Wildfang,Revisado en Alemania el 13 de enero de 2024
KAFFEEMASCHINE MIT MAHLWERK,"3,0 de 5 estrellas",Tolles Produkt. Nur leider war der Henkel der Isolierkanne abgebrochen sodas ich auf eigenen Kosten eine neue kaufen musste.,E. Hößelbarth,Revisado en Alemania el 2 de enero de 2024
