title,rating,body,author,date
Buena cafetera,"5,0 de 5 estrellas","Desde el primer día a funcionado de maravilla, hace muy buen café.",antonio,Revisado en España el 21 de marzo de 2024
Falta el Filtro Permanente,"4,0 de 5 estrellas","Compre esta Cafetera porque es una marca que tiene un familiar y he conocido bien su fiabilidad, pero me ha sorprendido y decepcionado este modelo en concreto por un par de cosas. Primero y lo más importante es que no trae filtro permanente y en la explicación del producto no consta en ningún sitio. Y segundo el interruptor de encendido que trae no me convence mucho. No obstante, la cafetera funciona correctamente aunque tiene todavía poco uso, de ahí mi valoración.",Cliente Amazon,Revisado en España el 16 de marzo de 2024
Práctica,"5,0 de 5 estrellas",Bonita por su tamaño y de buen precio,Marcos,Revisado en España el 6 de marzo de 2024
Sencilla,"4,0 de 5 estrellas",Fue para un regalo. Manejo sencillo.,Inmaculada García,Revisado en España el 23 de diciembre de 2023
Rapido,"5,0 de 5 estrellas","Bien producto, hace rápido el café y es práctico",Cristina,Revisado en España el 15 de diciembre de 2023
Calidad precio,"5,0 de 5 estrellas",Rapida y buena.,Marcos,Revisado en España el 13 de diciembre de 2023
Buena cafetera,"4,0 de 5 estrellas",Muy buen café.... que más se le puede pedir.,Jacinto T. R.,Revisado en España el 4 de diciembre de 2023
Tamaño perfecto para una persona,"5,0 de 5 estrellas","Ocupa poco, es ligera y hace bien el café, para una persona o dos está bien, y da para 4 tazas grandes ó 6 normales, de cada vez.",Chanel,Revisado en España el 3 de diciembre de 2023
Bonita,"4,0 de 5 estrellas","Cafetera de goteo pequeña de seis tazas,que hace lo que debe sin más.",Maria,Revisado en España el 13 de noviembre de 2023
Cafetera,"1,0 de 5 estrellas",A un mes de usar empezo a soltar agua.Sale agua por abajo y ya no lo puedo usar.No recomiendo a comprar.,mirela,Revisado en España el 30 de octubre de 2023
Funciona muy bien,"5,0 de 5 estrellas",Es ideal para 1 persona,CMC,Revisado en España el 20 de agosto de 2023
Buena calidad precio,"5,0 de 5 estrellas",Tiene un tamaño ideal. Es muy fácil de usar y da alrededor de 6 tazas de café de buen tamaño. Muy buena compra.,Cliente Amazon,Revisado en España el 16 de agosto de 2023
Ya se ha roto,"1,0 de 5 estrellas",No ha llegado a 2 años lo que ha durado.,Faccelly,Revisado en España el 3 de agosto de 2023
Compacta y útil,"5,0 de 5 estrellas",Buen desempeño! Relación precio esta perfecta!,Tania David,Revisado en España el 1 de agosto de 2023
Cafetera desastre,"1,0 de 5 estrellas",Llegó con la tapa rota,Radu Edith,Revisado en España el 29 de julio de 2023
Práctico y fácil de limpiar.,"4,0 de 5 estrellas","Me gusta lo práctico y rápido que es, recomiendo el filtro reutilizable, se ahorra en filtros de papel y es fácil de limpiar.",Cliente Amazon,Revisado en España el 23 de julio de 2023
Ezcelente producto,"5,0 de 5 estrellas",Hace un café muy buenos y es muy facil de usar y limpiar.,Maria,Revisado en España el 3 de julio de 2023
Buenísima,"5,0 de 5 estrellas","Creó que la tengo hace 1 año. Funciona super bien, fácil de limpiar y de buena calidad!",Marina,Revisado en España el 26 de junio de 2023
Ótima para um casal,"5,0 de 5 estrellas","Que não bebe muito café pois é bem pequenina, pra nós foi ótimo!",Camila Moraes,Revisado en España el 12 de junio de 2023
"La Calidad,el precio y el envío,todo inmejorable y","5,0 de 5 estrellas",,Brigitte Braun,Revisado en España el 4 de junio de 2023
