title,rating,body,author,date
Perfect gift for a coffee fan!,"5,0 de 5 estrellas",This is so cool ! Great gift for people that loves coffee and travel a lot. I bought this for my husband when we go on vacation/traveling or camping. I also bought the extension so he can use the orignal nespresso capsules. HE LOVES IT!,Amazon Customer,Revisado en Canadá el 1 de enero de 2024
Read the instructions first!,"4,0 de 5 estrellas","Normally I am not the one to read instructions. That habit failed me when using this product. Once I fully read three the care and instructions on use, it worked like a charm. My husband and I camp often. This device was the perfect thing to fix my espresso craving on trips without coffee nearby. Water temperature is very important to get the best results. I highly reclined running hot water through it alone first and then making coffee. It made a huge difference for the results on my end and it was an instruction in the pamphlet that I didn’t first follow.",Cameron Hendrixson,Revisado en los Estados Unidos el 21 de diciembre de 2023
Avoid this product,"1,0 de 5 estrellas","Stops pumping after a few months, making it useless. Do not waste your time or money.",sarah mills,Revisado en los Estados Unidos el 22 de agosto de 2023
My Favorite,"5,0 de 5 estrellas","Good design, I use it everyday when camping.",Kai kang,Revisado en los Estados Unidos el 12 de agosto de 2023
Love my expreso,"5,0 de 5 estrellas",Works well and it's really sturdy,Pablo Nanculef,Revisado en Canadá el 7 de agosto de 2023
ناقص قطعة المصفاه ولذلك تم الارجاع,"1,0 de 5 estrellas",ناقص قطعة المصفاه ولذلك تم الارجاع,Abeer Ebrahim,Revisado en Arabia Saudita el 5 de agosto de 2023
Love it!,"5,0 de 5 estrellas","I am so pleased with this little espresso maker. I have an espresso machine at home that I typically use on a daily but there are days when I wake up late and don’t have time to use it. I grab this little beauty, my barista kit and my premeasured espresso that I keep in packets in the freezer. As long as I have access to hot water, I can make my Beautiful little double anywhere! It’s super easy to use and not too big of a pain to clean. I’ve taken it to work, camping, and while I’m traveling. The only thing negative I can come up with is the fact that it tells you to weight out 16 g of espresso, but 16 g of espresso doesn’t fit in the little porta filters. Its less, somewhere in between 14 and 15. One of these days I’ll spend the time to figure out exactly how much so I don’t have espresso waste. I am quite impressed with a crema that this thing produces and overall just thrilled with my purchase! The grinder is for sure next on my list of things to purchase. I have to be honest I think I’m just a big fan of the brand I haven’t been disappointed yet.",mary,Revisado en los Estados Unidos el 21 de julio de 2023
Leaking around the pump,"2,0 de 5 estrellas","I would have given this 5 stars but after around 30 days it’s already leaking around the pump. It’s not a fast leak but every time I pump, a tiny bit of water trickles out of the front of the pump on the outside. I’m a little disappointed as this plastic gadget is very expensive.",taylor95941,Revisado en los Estados Unidos el 12 de junio de 2023
Great Quality,"5,0 de 5 estrellas",Bought a few months ago and I am in love! I use this every day in my kitchen because it is a smaller setup. I bought the capsule attachment because I find that it is easier cleanup and less grounds. This hand held machine created the perfect shot with creme. Would 100% recommend to anyone who wants to step their foot in the door to making espresso!,Lexi Nelson,Revisado en los Estados Unidos el 12 de junio de 2023
Buena compra,"5,0 de 5 estrellas",Excelente calidad y muy fácil de usar,Cliente de Amazon,Revisado en México el 4 de junio de 2023
Facile d’utilisation,"5,0 de 5 estrellas","C’est parfait pour le camping ou la rando
Se range très bien dans un sac à dos",Nancy,Revisado en Canadá el 5 de mayo de 2023
Makes great expresso,"5,0 de 5 estrellas","Ideal for those traveling or those who do not have enough kitchen space to install an expresso machine, this relatively simple device is fairly easy to use and to clean and makes great/ legitimate expresso with just ground coffee, boiling water, and a some hand/grip pumping. After twenty five cups of expresso; the cost of the device is pretty much recuperated.",TDN,Revisado en los Estados Unidos el 26 de febrero de 2023
excelente inversión,"5,0 de 5 estrellas","soy amante del buen cafe, vivo en Colombia y mi trabajo me obliga a viajar a zonas remotas donde no tienen una cultura del café, la nanopreso cambio eso, para todos lados feliz con mi cafecito!",Alexvm76,Revisado en los Estados Unidos el 28 de enero de 2023
good espresso,"5,0 de 5 estrellas","so for so good. dosage is typical 1 cup serving. takes effort to pump but you will get used to it. as of this writing, was able to produce two good tasting espresso.",In Hoc Signo Vinces,Revisado en Emiratos Árabes Unidos el 20 de enero de 2023
Great product,"5,0 de 5 estrellas","This is the second one that I have purchased, but this one is a gift for my daughter and she loves it. Great design and easy to use. Cleanup is kind of a pain, but it makes about one shot of espresso.",TH,Revisado en los Estados Unidos el 14 de noviembre de 2022
Café Nomade,"5,0 de 5 estrellas",idéale pour nos pique-nique,Tony C.,Revisado en Francia el 7 de noviembre de 2022
It makes a good espresso,"5,0 de 5 estrellas","I was under the impression that you could load it up and take it up a mountain and make a coffee. You still need to have a source of hot water. I thought you could pre fill it hot and it would keep 'thermos style' for a couple of hours while you went on a walk. No. You still need a source of hot water if you are in the wilds. I think I had slightly unrealistic expectations! Otherwise its a nice little gadget, quite easy to use and clean, I like it and am glad I bought it.",Mr A Baxter,Revisado en Reino Unido el 19 de octubre de 2022
Love it!,"5,0 de 5 estrellas",Used mostly back country camping. Bought the pod adapter for more versatility. Works great! Best coffee in the back country.,Melanie McManus,Revisado en Canadá el 9 de octubre de 2022
Wacaco Nanopresso,"5,0 de 5 estrellas","Utilisé 2 fois seulement car reçu récemment, pour l'instant fonctionne bien",Frank,Revisado en Canadá el 18 de agosto de 2022
