title,rating,body,author,date
Sehr leckerer Kaffee,"5,0 de 5 estrellas","Die Frech Press kam gut verpackt an. Die Teile sehen qualitativ sehr hochwertig aus. Es gibt noch ein Sieb als Ersatz dazu. Die Handhabung ist einfach und alles lässt sich leicht bedienen ohne zu verkanten. Der Kaffee schmeckt wirklich sehr gut! Besonders praktisch ist, dass man alle Teile in der Spülmaschine reinigen kann und auch wenn man die Teile von Hand spült lässt sich alles sehr gut reinigen.",Jasmin,Revisado en Alemania el 13 de julio de 2024
Alles bestens,"4,0 de 5 estrellas","Schnelle Lieferung, Artikel wie beschrieben.",joerg m.,Revisado en Alemania el 9 de julio de 2024
Perfekt für 2 Tassen,"5,0 de 5 estrellas",Perfekt für einen kleinen Haushalt. Schönes Design,klara,Revisado en Alemania el 8 de julio de 2024
Top Qualität,"5,0 de 5 estrellas",Bin begeistert,Amazon Kunde,Revisado en Alemania el 1 de julio de 2024
Leider sehr schnell kaputt,"1,0 de 5 estrellas","Ich hatte mich eigentlich gefreut das Teil zu benutzen, leider waren die ersten Mängel schnell da:
- Das Maschensieb war nach der ersten Woche nicht mehr gut zu reinigen, da sich die Maschen verbogen haben und die einzelnen Drähte wie Nadeln standen, die die Finger dann bei der Reinigung gestochen haben
- Jetzt nach gut 3 Monaten ist die Kanne undicht und verschüttet den Kaffee beim Eingießen. Ich habe die Kanne grob einmal die Woche in der Spülmaschine gehabt. Rechnerisch also ungefähr 12 Waschgänge. Da kann man doch nicht Spühlmaschinenfest mit bewerben",Jamie G.,Revisado en Alemania el 1 de julio de 2024
güzel ürün,"5,0 de 5 estrellas",fiyat performans,Hadi Kuş,Revisado en Turquía el 24 de junio de 2024
Hält was er verspricht,"5,0 de 5 estrellas","Preis und Leistung passen.
Gut zu reinigen.
Hält lange warm.",Patrick Kempf,Revisado en Alemania el 17 de junio de 2024
Erfüllt seinen Zweck,"4,0 de 5 estrellas","Erfüllt seinen Zweck und der Kaffee ist gut! Für den kleinen Preis also völlig in Ordnung , aber uns persönlich gefällt die Verarbeitung mit leichtem Plastik nicht sooo gut. Werden uns bald etwas hochwertigeres besorgen, aber für den günstigsten Start in die Welt des French press Kaffees eine klare Empfehlung!",Tobias B.,Revisado en Alemania el 16 de junio de 2024
"Kaffeequalität,","5,0 de 5 estrellas",Sehr sehr gut. Der besste Kaffeegenuß ever,Ulrike Raue,Revisado en Alemania el 8 de junio de 2024
Vorsicht! Glas zerbricht leicht,"1,0 de 5 estrellas","Anders als in der Beschreibung angegeben, handelt es sich keineswegs um bruchsicheres Glas.
Beim Versuch, das Glas zu entfernen, zersplitterte es.
Die Folge: eine tiefe Schnittwunde.",Pitt07,Revisado en Alemania el 6 de junio de 2024
Bin zufrieden,"4,0 de 5 estrellas","Mir ist mein Bodum Behälter kaputt gegangen und daher habe ich zu dieser Alternative gegriffen.
Bodum bleibt das Maß, weil man einfach weniger Satz in der Tasse hat.
Dennoch, insgesamt bin ich zufrieden.",Roman,Revisado en Alemania el 5 de junio de 2024
Perfektes Design und so praktisch,"5,0 de 5 estrellas","Sie sieht toll aus
(Ohne Schrauben am Griff)
Minimales Design
und ist auch sehr praktisch und einfach zu reinigen.
das Zubehör ist auch super, sogar ein Löffel mit Klemme für an die Teepackungen.
Sie hält auch den Tee sehr lange warm.
Schönes dickes Glas.
ich bin positiv überrascht.",Sonja,Revisado en Alemania el 31 de mayo de 2024
Zu viel Kaffeesatz,"3,0 de 5 estrellas","Sehr hübsches Modell. Leider war jedoch schon nach einer Benutzung das Sieb am Rand so eingeknickt, dass recht viel Kaffeesatz im Kaffee landete. Das Sieb erscheint mir weicher als ich es von anderen French Press Kannen kenne. Schade. Hat mich leider nicht überzeugen können.",Amazon Kunde,Revisado en Alemania el 28 de mayo de 2024
Besser als jede Kaffemaschiene,"5,0 de 5 estrellas","Habe mir die French Press geholt um damit für mich selbst Kaffe zu machen.
Den Kaffee Mahle ich mit vorher selbst.
Bin damit sehr Zufrieden und und die Zubereitung klappt super.
Außerdem sieht sie sehr edel aus.",M. Schwientek,Revisado en Alemania el 26 de mayo de 2024
Optisch gut,"2,0 de 5 estrellas",… aber ansonsten eher nicht. Die Press ist mit Plastik um das Glas überzogen und dadurch ist eine minimale Lücke zwischen Glas und Plastik. Darin sammelt sich Kaffee und das Ding sieht nach zweimal nutzen nicht mehr gut aus. Man kriegt das Zeug da auch kaum mehr raus. Ging direkt wieder zurück,King X Queen,Revisado en Alemania el 24 de mayo de 2024
Boden der Frechpress herausgebrochen,"5,0 de 5 estrellas","Nachdem ich den Anbieter diesbezüglich anschrieb, erfolgte umgehend eine Rückinfo per Mail, das aus Kulanzgründen eine Versendung einer neuen French Press erfolgt.
Vielen Dank für die prompte Antwort und auch die Zusendung des Artikels.

Sehr geehrte Damen und Herren.

Zur Ihrer Information.
In der Produktbeschreibung heißt es:

ZUHAUSE & UNTERWEGS: Das bruchsichere Glas im Kunststoffgehäuse macht deine Milu French Press nicht nur zu einem echten Hingucker in deiner Küche, sondern auch sehr robust für deine Abenteuer und Ausflüge.

Hier die Mitteilung, das der Boden heute nach sachgemäßer Nutzung (wie zuvor auch) herausgebrochen ist. (s. Foto)
Nutzungszeitraum war vom Februar 2023 bis Mai 2024",LF,Revisado en Alemania el 23 de mayo de 2024
Top Filterung 👍,"5,0 de 5 estrellas",Filtert den Kaffee perfekt 👌,Cassandra,Revisado en Alemania el 13 de mayo de 2024
Good for travel.,"5,0 de 5 estrellas",Good for traveling. Simple.,Abigel Fekete,Revisado en Alemania el 1 de mayo de 2024
Genau was ich wollte! (1 Liter Kanne),"5,0 de 5 estrellas","Nachdem ich meine alte Kanne im Geschirrspüler aus Versehen kaputt gemacht habe, musste eine neue her. Die French Press (1 Liter) kam unversehrt an und macht einen stilvollen Eindruck. Mir persönlich schmeckt aufgebrühter Kaffee sehr gut. Es kommt aber logischer Weise auch auf die Kaffeesorte an. Ich mahle mir meine Bohnen immer selbst. Ich nutze die Kanne eigentlich nur, wenn ich mal mehr als eine Person mit Kaffee bewirten muss. Für mich selbst mache ich mir meistens nur eine Tasse ""türkisch"" (Kaffee in die Tassse, heisses Wasser drüber, umrühren, setzen lassen, fertig).
Wer bei einer French Press erwartet, dass kein einziger Kaffeekrümel durch kommt, der liegt hier falsch. Erfahrungsgemäss senken sich die Krümel aber auch noch in der Tasse und am Ende sieht man die ja und muss sie ja dann nicht mittrinken, wenn man das nicht mag. Mich persönlich stören ein paar Krümel überhaupt nicht.","D., Janett",Revisado en Alemania el 26 de abril de 2024
Macht was sie soll,"4,0 de 5 estrellas","Wirkt wertig und tut was sie soll. Das Zubehör ist auch passig.
Schön wäre eine Info, ob die Kanne spülmaschinenfest ist. Außerdem lassen sich Glas und Plastikboden nicht trennen, sodass ich sie nach der Reinigung nicht komplett trocknen kann.",Nub,Revisado en Alemania el 23 de abril de 2024
Non le ricomprerò,"1,0 de 5 estrellas",Per niente soddisfatta. Il pacchetto in cui era contenuta la caraffa è arrivato rotto e strappato… la caraffa inoltre è molto leggera e si macchia subito con il caffè. Molte parti non sono lavabili. Non la consiglio.,J. Monti,Revisado en Italia el 23 de abril de 2024
"Schönes Design, Reinigung nicht praktisch","1,0 de 5 estrellas","Die French Press sieht hübsch aus, die extra Zubehöre waren eine nette Überraschung und der Kaffee, der heraus kommt, ist auch lecker.
Die Reinigung ist leider nicht so praktisch wie bei anderen French Presses, da sich das Glasgehäuse nicht aus der Halterung entfernen lässt. Nach nur kurzer Zeit und gründlicher Reinigung nach jeden Gebrauch (per Hand oder Spülmaschine), hat sich Kaffeepulver zwischen Glas und Plastik gesammelt, richtig trocken wird das ganze auch nicht. Mit einer Bürste komme ich leider auch nicht in diese Zwischenräume.
Vom Kundensupport gab es wenig Support.
Ich schaue der Kanne also weiter beim langsamen Verschleiß zu.",RM,Revisado en Alemania el 22 de abril de 2024
Keine Qualität,"1,0 de 5 estrellas","Unsere french press ist nach 6 Monaten schon defekt. Es läuft Kaffee unten aus.
Obwohl kein Schaden ersichtlich ist…",Pierre Zschammer,Revisado en Alemania el 19 de abril de 2024
Sehr umständlich,"3,0 de 5 estrellas","Sehr umständlich zu reinigen , aber Kaffee schmeckt",Stefan Winzinger,Revisado en Alemania el 16 de abril de 2024
Super !!!!!!,"5,0 de 5 estrellas","If you love coffee , you love this produkt",Prashant,Revisado en Alemania el 14 de abril de 2024
Super French Press,"4,0 de 5 estrellas",Die Presse hat ein Tolles Design und ist Top verarbeitet. Das Sieb könnte noch einen Hauch feiner sein.,Jakob,Revisado en Alemania el 13 de abril de 2024
Der Kaffee schmeckt viel besser,"5,0 de 5 estrellas",Super und einfach zu verstehen...der Kaffee schmeckt viel besser,Rico Grabowsky,Revisado en Alemania el 13 de abril de 2024
Am besten für den Kaffee…,"5,0 de 5 estrellas",…beim Camping.,R G,Revisado en Alemania el 7 de abril de 2024
Na ja geht so. Glas kann man nicht rausholen.,"3,0 de 5 estrellas","Also was mir überhaupt nicht gefällt ist, dass man das Glas nicht raus holen kann. Heißt das Wasser vom Spülen hängt immer in den Ritzen. Sonst kann ich nichts schlechtes sagen, aber das mit dem Glas stört mich persönlich schon. Wenn sie mal kaputt gehen sollte kaufe ich sie nicht nochmal.",Buffy82,Revisado en Alemania el 3 de abril de 2024
Kaliteli,"5,0 de 5 estrellas","Kaliteli bir duruşu var ve plastik aksam göz doldurduğu gibi
Diğer french pressler gibi plastiğin gevşeyip bırakma ihtimali yok",Amazon Customer,Revisado en Turquía el 2 de abril de 2024
Feder zu schwach,"3,0 de 5 estrellas","Gut: Ersatzfilter-Gewebe wird mitgeliefert.
Nicht so gut: Ringfeder ist im Vergleich zu anderen Produkten (Tschibo), nur halt so dick im Durchmesser. Der Anpressdruck ringsum ist gerade so ausreichend.

Man muss quasi warten, bis sich der Kaffee von alleine auf den Boden absetzt, und erst dann ganz langsam pressen. Ein wenig zu schnell? Und die Feder lässt sofort stellenweise den Kaffee nach oben durch",Stefan,Revisado en Alemania el 1 de abril de 2024
Alles top,"5,0 de 5 estrellas",Past perfekt für 2 Tassen am Morgen,Jasmin F.,Revisado en Alemania el 1 de abril de 2024
Guter Artikel,"5,0 de 5 estrellas",Alles prima,Anne Trübger,Revisado en Alemania el 1 de abril de 2024
Absoluter Top Service!,"5,0 de 5 estrellas","Mein erstes Paket mit der Milu French Press wurde anscheinend vom DPD lieferanten als Fußball verwendet, demensprechend kam die Presse in 1000 Scherben an.

Ich habe den Milu Service direkt über die Homepage kontaktiert und bekam ohne Umstände eine neue zugeliefert, einfach WoW!

Die Presse selber ist sehr gut, bin absolut zufrieden damit!",David,Revisado en Alemania el 31 de marzo de 2024
Wurde schon benutzt,"2,0 de 5 estrellas","Ich habe diese Gerät gestern erhalten. Es wurde noch nicht ausprobiert, da es ein Geschenk sein sollte.
Also ich gucken wolle, ob alles heile ist viel mir dann auf das er schon benutzt wurde. Kalkreste und sogar Kaffeekümel überall. Was als neu zu verkaufen und es dann schon benutzt wurde, geht echt gar nicht.... Schade. Da wartet man über eine Woche auf das Ding und dann sowas... Der Karton sieht auch aus, als hätte einer damit Fußball gespielt. Wenigstens ist er heile. Ersatzfilter und Untersetzer fehlen leider auch.",Julia,Revisado en Alemania el 28 de marzo de 2024
Handhabung,"3,0 de 5 estrellas",Leider ist die Handhabung nicht optimal,Marion,Revisado en Alemania el 27 de marzo de 2024
Ottimo prodotto,"5,0 de 5 estrellas","Molto bellino e con accessori.
Prodotto serio ed economico.",Veronica,Revisado en Italia el 27 de marzo de 2024
Schaut gut aus und funktioniert,"5,0 de 5 estrellas",Super Gerät. Macht was es soll und sieht dabei gut aus. Ich mache mir damit hauptsächlich Lupinen- und Kornkaffee. Das funktioniert super und der Kaffee schmeckt sehr gut.,Maja,Revisado en Alemania el 26 de marzo de 2024
