title,rating,body,author,date
Dejó de funcionar sin más,"3,0 de 5 estrellas","Simplemente dejó de funcionar de la noche a la mañana con solo 2 meses de uso. Realmente estaba muy contenta con ella, pero me dejó sin café",Cliente Amazon,Revisado en España el 14 de mayo de 2024
Cumple su funcion,"4,0 de 5 estrellas",No me gusta que no tenga botón de encendido y apagado pero no es mala cafetera,Cristina,Revisado en España el 12 de mayo de 2024
Descontento,"1,0 de 5 estrellas",No hace bien el cafe! Y luego hace mucho ruido! La que tenia antigua igualita si estaba bastante mejor! Lo que pasa que se golpeo!,Adrian,Revisado en España el 11 de mayo de 2024
Cafetera,"5,0 de 5 estrellas",Me a gustado mucho,Cliente Amazon,Revisado en España el 10 de mayo de 2024
cafetera,"5,0 de 5 estrellas","Me gusta mucho, esperfecta, sale muy bien el cafe",rosa maria,Revisado en España el 9 de mayo de 2024
Bueno,"4,0 de 5 estrellas",Esta pequeña y va bien,Shari,Revisado en España el 4 de mayo de 2024
Gran producto,"5,0 de 5 estrellas","Llego rápido incluso antes de tiempo ,bien empaquetado .funciona de maravilla ,y fácil uso .muy recomendable",Blas,Revisado en España el 30 de abril de 2024
Funciona perfecta y diseño pequeño,"5,0 de 5 estrellas",Buen cafe y diseño bonito,angel,Revisado en España el 29 de abril de 2024
Hace un café con espuma riquísimo,"5,0 de 5 estrellas",Me encanta como hace el café con crema y sale muy caliente lo único q las cápsulas salen caras aunque si tomas solo 1 café al día ni tan mal pero como tomes más te sale caro el café,Susana,Revisado en España el 27 de abril de 2024
Estoy muy contenta,"5,0 de 5 estrellas","Estoy muy contenta con la cafetera ya que hace unos cafés riquísimos.

Es una cafetera súper práctica, fácil de usar y cómoda. Puedes elegir entre caliente y frío. Realizar limpiezas en la cafetera.

La única pega es que no se para automáticamente por lo que tienes que cortar el café a tu gusto pero la recomiendo 100% ya que si buscas algo práctico es tu cafetera.",Verónica Prado Vigara,Revisado en España el 25 de abril de 2024
Tot correcte.,"4,0 de 5 estrellas",Tot correcte.,Bere AND,Revisado en España el 24 de abril de 2024
Super buena,"5,0 de 5 estrellas",Todo en perfecto estado,Jose Rafael Salcedo Andazol,Revisado en España el 23 de abril de 2024
Producto bueno pero mal por parte de Amazon,"1,0 de 5 estrellas","La cafetera llegó en su caja original a pesar de que puse expresamente que quería un embalaje de Amazon,llegó golpeada y abierto y las instrucciones en su interior estaban destrozadas.El repartidor llegó fumando cosa que no me parece nada profesiona.Al menos la cafetera funciona correctamente de momento.",Tako,Revisado en España el 23 de abril de 2024
Genial,"5,0 de 5 estrellas","Muy contenta,va perfecta para mí cocina pequeña.Compatible con otras cápsulas.Envío rápido.",Susana,Revisado en España el 22 de abril de 2024
"La cafetera bien, el envio no tanto","2,0 de 5 estrellas","la cafetera bien. Gracias

El envió un desastre, Tu paquete podría haberse perdido, es lo que me pone Amazon todavía dentro del seguimiento del paquete, cuando fue entregado hace mas de dos semanas, puedo entender la confusión debido a que el repartidor de Zeleris, simplemente dejo el paquete en la calle, después de llamarnos y decirle que no estábamos allí, por sus santas narices que lo dejaba en la calle y lo dejó, tuvieron que ir unos familiares a recogerlo, lamentable.",Luisa,Revisado en España el 18 de abril de 2024
Al mes no funciona,"1,0 de 5 estrellas",No funciona,jesus,Revisado en España el 16 de abril de 2024
Muy buen producto,"5,0 de 5 estrellas",Me ha gustado en su conjunto.,Ángel Galán García,Revisado en España el 15 de abril de 2024
Cumple las expectativas,"4,0 de 5 estrellas",💯% recomendado,Roswell Romero,Revisado en España el 13 de abril de 2024
Estupenda cafetera.,"5,0 de 5 estrellas",La he devuelto por qué para mi era pequeña.,Jesus,Revisado en España el 12 de abril de 2024
"Ok, para poca utilización","2,0 de 5 estrellas",Muy fácil de estropear la aguja o de no salir las capsulas de la cafetera.,Caio A Braga,Revisado en España el 9 de abril de 2024
Muy buena cafetera,"5,0 de 5 estrellas","Me gusta mucho ,no es ni muy grande y ni tampoco chica .",Jerry Ribera,Revisado en España el 5 de abril de 2024
No es automatico,"3,0 de 5 estrellas","No me gustó, hay que estar pendiente del agua",Carla,Revisado en España el 3 de abril de 2024
