title,rating,body,author,date
Cafetera muy robusta,"5,0 de 5 estrellas","Está muy bien, es fácil de manejar, muy robusta, diseño elegante y hace muy rico el café.",Mont,Revisado en España el 14 de mayo de 2024
Buena calidad y diseño Moderno,"5,0 de 5 estrellas",Funciona perfectamente . De aspecto elegante y con un agarradero fuerte y que no recalienta después de hecho el café . Recomendada 100%,WILLIAM R.,Revisado en España el 6 de mayo de 2024
Café buenísimo,"5,0 de 5 estrellas",Muy buena.,Julia Montouto Funcasta,Revisado en España el 28 de abril de 2024
Calidad del material,"5,0 de 5 estrellas","Excelente calidad, diseño, fácil limpieza.",narciso,Revisado en España el 28 de abril de 2024
Regalo perfecto,"5,0 de 5 estrellas",Fue todo un acierto. Hace un café buenísimo y adenda es bonita.,Cliente Amazon,Revisado en España el 4 de abril de 2024
Es preciosa.,"5,0 de 5 estrellas",Es perfecta! Muy bonita y robusta. Hace 500ml. de café y sale muy rico. Estoy encantada con ella. Recomiendo 100%,Angy,Revisado en España el 19 de marzo de 2024
Recomendable,"5,0 de 5 estrellas","Buena calidad, cumple mis expectativas, satisfecha con el producto.",Paula,Revisado en España el 17 de marzo de 2024
Lo que quería,"5,0 de 5 estrellas",De calidad. Me gusta mucho. Y de gran capacidad. Al ser de acero inoxidable no aporta sabores ni tóxicos al café,Silvia,Revisado en España el 17 de marzo de 2024
Buenísima calidad,"5,0 de 5 estrellas",Nada que ver con las chatarras esas de aluminio que venden en los supermercados y en los bazares. Acero inox. de calidad.,Cliente Amazon,Revisado en España el 14 de marzo de 2024
Estupenda,"5,0 de 5 estrellas",Es una cafetera muy bonita y hace un rico café el diseño es espectacular la recomiendo sin ninguna duda.,aniski souvering,Revisado en España el 9 de marzo de 2024
Elegancia y sabor,"5,0 de 5 estrellas",De momento va muy bien. Y noto el café más rico.,Noelia,Revisado en España el 6 de marzo de 2024
Café muy bueno,"5,0 de 5 estrellas","Estoy muy contenta con ella yo tengo inducción y va perfectamente
Coge medio litro de café,así tengo para dos días
Muy buena cafetera",Cliente Amazon,Revisado en España el 23 de febrero de 2024
Resistente y bonita,"5,0 de 5 estrellas",Han sido 5 las cafeteras que hemos usado y se nos han roto en año y medio. Esta por fin es la definitiva,Cliente Amazon,Revisado en España el 18 de febrero de 2024
Cafetera italiana,"5,0 de 5 estrellas","Buen diseño,buen material,- un poco pesada- fácil para limpiar.Trae dos medidas para contenido del café. La recomiendo.",Ceibo,Revisado en España el 15 de febrero de 2024
Normal,"4,0 de 5 estrellas","Buen aspecto cafe aceptable
Y la relación calidad/precio normal",Anrivi,Revisado en España el 14 de febrero de 2024
bastante buena aunque mas pequeña de lo que me imaginaba,"2,0 de 5 estrellas","En general una buena cafetera. Tengo inducción y funcionó sin problema. Es de acero y bastante bonita. Obviamente el nivel de agua debe de estar por debajo de la válvula de seguridad como todas las cafeteras italianas. Viene con un filtro reductor para echar menos café por si te gusta mas ligero aunque personalmente no le veo la utilidad ya que si quieres el café mas ligero, simplemente echas menos. Se notan mucho las huellas cuando tocas la cafetera. No me gusta que sea redonda por que hace mas difícil girarla para abrirla ya que tiene menos agarre. Si eres de cafés tipo desayuno, es posible que debas optar por otra cafetera ya que con esta cafetera te dará para 2 personas como mucho. Editado: Al final la he devuelto por que no sé a que ingeniero se le ocurrió, pero en el compartimento superior donde sale el café, hay unas hendiduras en los lados que hacen casi imposible limpiar. No te cabe ni el dedo, así que se te acumulan restos de café y es casi imposible limpiarlo. Adjunto foto.",Teddy Bear,Revisado en España el 13 de febrero de 2024
Genial,"5,0 de 5 estrellas","Estoy encantada con mi nueva cafetera. No solo es muy bonita, sino que también hace un café delicioso que le proporciona un sabor excepcional. La utilizo a diario y es apta para lavavajillas, saliendo impecable cada vez. Después de un mes de uso continuo, no muestra manchas y parece como nueva. La base tiene un peso considerable, lo que agiliza la preparación del café. La calidad del producto es evidente y lo recomiendo al 100%. Una excelente adición a mi rutina diaria!",Margo,Revisado en España el 9 de febrero de 2024
Buena cafetera,"5,0 de 5 estrellas","Recomiendo su compra, sale buen café",Josefina,Revisado en España el 27 de enero de 2024
Muy contenta con esta cafetera,"5,0 de 5 estrellas","Es una cafetera preciosa y hace un café muy rico. Tardé en decidirme por las opiniones de algunas personas pero la verdad es que desde que la tengo y siguiendo las instrucciones, estoy muy contenta con ella. Es de muy buena calidad, muy bonita y me gusta como hace el café. Yo, la recomiendo.",Charo,Revisado en España el 26 de enero de 2024
Su diseño 😍,"5,0 de 5 estrellas","Bonito diseño y asa ergonómica. La cafetera se ve de buena calidad, lo que se ve más sencillo y más frágil es el filtro que presiona el café (se rompió el remache) . No hay garantía de ese filtro superior?. Cuál es el que me recomienda???",Cliente Amazon,Revisado en España el 12 de enero de 2024
Muy bonita.,"5,0 de 5 estrellas","Es muy buena. De gran calidad. Guapa y como defectillo muy pesada, aún en vacío, aunque eso da sensación de calidad. Me mola mucho.",tarquino,Revisado en España el 10 de enero de 2024
Cafetera italiana de acero.,"5,0 de 5 estrellas","Buena cafetera italiana, bonito diseño y gran atención por parte de la vendedora. Me gusta esta empresa y saben lo que venden. Buen café si sabes hacerlo. Cuidala con una limpieza básica y te durará muchísimo.",MPYN,Revisado en España el 3 de enero de 2024
Calidad,"5,0 de 5 estrellas","Buena cafetera italiana, diseño y utilidad muy buena. Hace un café riquísimo.",isabel yruela paez,Revisado en España el 10 de diciembre de 2023
Cafetera pésima,"1,0 de 5 estrellas","Muy mal producto. No se la recomiendo a nadie, pierde café por la junta al servir el café. Pensé que era cuestión de cambiar la junta, pero aún cambiándola sigue perdiendo. La marca me decía que tenia que servir lentamente y mirar la inclinación a la hora de servir. Cosa que en 5 cafeteras que tengo jamás he tenido que hacer. Por eso no la recomiendo y por la mala atención al cliente. Fatal el servicio de postventa",SUSANA DIAZ ALVAREZ,Revisado en España el 12 de noviembre de 2023
Buen café,"5,0 de 5 estrellas","Solo la he probado 2 días, pero en general es excelente, café muy bueno, fácil limpieza, y el mango no quema.",Cliente Amazon,Revisado en España el 10 de noviembre de 2023
Gran calidad,"5,0 de 5 estrellas",Se aprecian buenos materiales,Alberto Solis Jiménez,Revisado en España el 27 de octubre de 2023
Buena cafetera,"5,0 de 5 estrellas","No he hecho la reseña antes , hasta que la he probado.
Muy buena ....y haciendo muy buen café
Merece la pena comprarla",Javier,Revisado en España el 25 de octubre de 2023
De momento perfecta,"4,0 de 5 estrellas","No la he comprado hace mucho, cuando lleve más tiempo daré otra opinión.

La cafetera es estupenda, tal cual se ve en la foto. Pesa un poco. Es de acero inoxidable. Había leído alguna opinión de que el asa quemaba, en mi caso decir que para nada es así. De momento hago el café tal y como dicen en las instrucciones de la caja, a fuego lento y con la tapa abierta y cuando acaba de hacerse os aseguro que no quema el asa.. Al menos en mi cocina de inducción.

Cabe bastante café... de momento he puesto unas 8 cucharadas bien cargadas de café, pero no lo he prensado demasiado. Supongo que si lo hiciera cabrían unas 10.

Las primeras veces el café sabe algo malo, lógico, en algunos sitios he leído que al principio mejor no tomarlo...
En cuanto a la limpieza decir que es fácil excepto la parte de la misma cafetera por dentro, donde cae el café. Tiene una hendidura que no facilicita tanto que se pueda acceder ahí... pero bueno, con un poco de agua caliente va saliendo.
Por lo demás muy bien, las machas con un paño se van fácilmente.

La cafetera trae una junta extra de repuesto.",Cliente Amazon,Revisado en España el 19 de octubre de 2023
Preciosa y excelente cafetera.,"5,0 de 5 estrellas","Me ha encantado,café riquísimo. Muy contenta con la compra.",ana,Revisado en España el 13 de octubre de 2023
