title,rating,body,author,date
Muy buena cafetera,"5,0 de 5 estrellas","Me ha encantado esta cafetera, filtra muy bien el café, incluso cuando es muy fino.",Esperanza Egea,Revisado en España el 15 de enero de 2024
👍,"5,0 de 5 estrellas","super calidad.. buen precio, lo recomiendo",Valentin Palcau,Revisado en España el 6 de enero de 2024
Cafe con buen sabor y jarra con buen aislamiento,"5,0 de 5 estrellas","Muy bien, el café queda con buen sabor. Además se ve que aisla muy bien porque cuando tocas la jarra no te quemas.",mart55,Revisado en España el 11 de diciembre de 2023
Cafetera francesa,"5,0 de 5 estrellas","Rapido, y cslidad precio inigualable",Blas Rodriguez molina,Revisado en España el 9 de diciembre de 2023
Lo que buscaba,"5,0 de 5 estrellas","Es de acero, sin el inconveniente de que se rompa",Rosa,Revisado en España el 30 de noviembre de 2023
Optima,"5,0 de 5 estrellas",Muito boa.,Otilia,Revisado en España el 27 de octubre de 2023
Buena compra,"4,0 de 5 estrellas",Buen material y diseño.,Francisco,Revisado en España el 12 de octubre de 2023
olor a metal,"4,0 de 5 estrellas","LLego en perfecto estado y en un par de dias. Todo correcto. El olor a acero inox. o metal es fuerte aunque es normal . Se debe lavar un par de veces con agua muy caliente y jabon suave y secar y repetir hasta quitar ese resto de metal de fabrica.....Si es cierto que hay sonido de metal en las paredes interiores al subir y bajar el filtro pero aunque es molesto ( solo a los que tenemos sensibilidad ) es normal y supongo necesario pues significa que hara un buen trabajo en no dejar de pasar el ""poso"" por las paredes al verter el cafe ya prensado . Asi lo esperamos. : ) estilo es precioso y elegante e interior doble aunque no es excesivamente pesada esta cafetera , peso justo por sus dimensiones.",Rosario,Revisado en España el 4 de octubre de 2023
Buenos materiales,"5,0 de 5 estrellas","El material en el que está hecho da tranquilidad, ya que he tenido de cristal y se terminan rompiendo fácilmente.
Se limpia fácil y tiene un diseño bonito.",Andrés,Revisado en España el 25 de septiembre de 2023
buen material,"5,0 de 5 estrellas",buen material,María,Revisado en España el 17 de septiembre de 2023
