title,rating,body,author,date
Buen producto,"4,0 de 5 estrellas","Cafetera apta para cápsulas Nespresso y dolchegusto, para café molido y bolsa de café molido pero está ultima opción no lamhe probado. Recomiendo el producto.",Marta,Revisado en España el 13 de enero de 2024
Polivalente y práctica.,"4,0 de 5 estrellas",Es la máquina de café más sencilla y más práctica que he visto últimamente. Ale para todo tipo de cápsulas y para hacerte un café con café molido a tu gusto y sin complicaciones. La recomiendo TOTALMENTE.,Cliente Amazon,Revisado en España el 25 de diciembre de 2023
Saborea el café a tu gusto sin gastar una fortuna,"5,0 de 5 estrellas","Llevaba tiempo con ganas de una cafetera express pero no me acababa de decidir porque no quería gastarme una fortuna en una superautomática.
Debo decir que estoy encantada con su rendimiento y funcionalidad. Esta cafetera es la opción perfecta para aquellos amantes del café que buscan la facilidad de uso y la libertad de disfrutar de diferentes sabores sin gastar una fortuna en una cafetera súper automática.
Lo primero que me llamó la atención de esta cafetera es su sencillez de uso. Viene con diferentes adaptadores que se ajustan perfectamente según el tipo de cápsula que desees utilizar o si prefieres preparar tu café con café molido.
He probado con cápsulas de dolce gusto, nespresso y café molido (es la mi opción preferida) y el café sale con la presión perfecta y con una deliciosa espumita, como si lo estuvieras disfrutando en un café de alta calidad independientemente de si estás utilizando cápsulas o café molido.

En definitiva, de momento estoy encantadísima y por su precio recomiendo mucho su compra.",Verónica,Revisado en España el 3 de agosto de 2023
Me gusta la cafetera,"5,0 de 5 estrellas",Me gusta la cafetera es pequeno i puedes escogir todos los tipos café en un dispositivo,lydia,Revisado en España el 8 de mayo de 2024
muy buena,"5,0 de 5 estrellas",es la primera que compro y muy bien estoy muy contento,jesus sanchez bastida,Revisado en España el 10 de mayo de 2024
FACILIDAD DE USO Y LIMPIEZA,"5,0 de 5 estrellas","Después de haber probado los 4 formatos de elaboración de café sólo tenemos palabras de elogio para esta cafetera.
Todo funciona correctamente sin ruidos molestos ni pérdidas de agua...
La limpieza es muy sencilla: Un 10!",susito,Revisado en España el 5 de abril de 2024
Ideal,"5,0 de 5 estrellas","Llevo un par de meses usándola y funciona perfectamente, calienta en seguida el agua y la posibilidad de poner el café en diferentes formatos es maravillosa, ya que en mi caso la que más gasto es dolcegusto pero tb tengo cápsulas de nespresso y alguna vez uso café molido así que con un solo aparato me apaño perfectamente. Encantada con la compra",ASUN,Revisado en España el 2 de marzo de 2024
La mejor sin duda 👍,"5,0 de 5 estrellas",Llevo un mes usándola y es lo mejor ahora tomamos todos de la casa me encanta y fue una buena oferta por 99 e,Carlos,Revisado en España el 30 de abril de 2024
Falta pulir el sistema,"3,0 de 5 estrellas","Compre esta cafetera para sustituir una Princess con el mismo sistema multicápsula. Son idénticas, salvo que han mejorado un poco cada módulo de diferentes cápsulas, pero... aún así...
Lo mejor es que utilizamos todos los módulos en casa, así que cada cual elige lo que prefiere.
La anterior comenzó a echar agua por todos lados, por eso la cambié; ésta está nueva, pero es posible que le pase lo mismo con el tiempo, ya que es el mismo sistema, un poco mejorado. La que me ha llegado hace un silbido estridente con las cápsulas de Nespresso y por eso creo que la voy a cambiar. Si nueva hace esto...
En cuanto al café, es correcto, pero tengo la impresión de que el sabor no está tan concentrado; no sale aguado, pero le falta un poco de intensidad. El café sale caliente, pero lo normal; la crema, lo mismo.
En resumen: lo mejor es que puedes usar diferentes cápsulas y café molido, pero con una cafetera especializada en un solo tipo el café sale mejor.",Cliente Amazon,Revisado en España el 16 de octubre de 2023
Nada práctica,"3,0 de 5 estrellas","Con el sistema Senseo el café es bueno, con espuma.
Pero no es fácil de colocar el pad y cuando debo quitarlo, hay café por todas partes.",Christiane,Revisado en España el 13 de mayo de 2024
