title,rating,body,author,date
Sage Kalitesi,"5,0 de 5 estrellas",Çok fazla yorum yapmaya gerek yok.Bu seviyede makine arayanlar muhakkak Sage markasına göz atmıştır.Parasının hakkını gerek malzeme kalitesi gerek kahve çıktılarıyla sonuna kadar veren bir espresso makinesi olmuş.,alper metin,Revisado en Turquía el 21 de junio de 2024
Macchina caffe 3.0,"5,0 de 5 estrellas","Ho acquistato questa macchina da caffè e sono rimasto estremamente soddisfatto della mia scelta. La macchina non solo ha un design elegante che si integra perfettamente nella mia cucina, ma offre anche un'esperienza di preparazione del caffè eccezionale. La varietà di opzioni e la facilità d'uso rendono il processo di preparazione del caffè un piacere quotidiano. Il gusto del caffè è ricco e appagante, e la macchina mantiene una temperatura costante per garantire sempre il massimo aroma. Sono felice di aver investito in questa macchina e la consiglio vivamente a chiunque apprezzi un buon caffè a casa propria.",Lorenzo,Revisado en Italia el 3 de febrero de 2024
"J’ai conseil, il est nickel","5,0 de 5 estrellas","Franchement, rien à dire",daniel,Revisado en Francia el 5 de diciembre de 2023
Afstellen van maler is essentieel!,"5,0 de 5 estrellas","Let op: Het kan dat het maalwerk van de machine te grof staat afgesteld. Zelfs bij de fijnste maalgraad is de koffie dan grof en geeft zure koffie en de doorlioptijd is te kort.
OPLOSSING: De molen moet dan fijner afgesteld worden door onder het bonenreservoir de maalkern te unlocken en uit te nemen. De metalen ring te verwijderen. Op de binnenring van de binnenmaler staan nauwelijks leesbare cijfertjes. (Zie foto's in handleiding). Draai de ring bv van 6 naar 5 of 4. Alles terugplaatsen en weer proberen.
Nu heerlijke espresso!",Douglas Koster,Revisado en Países Bajos el 4 de diciembre de 2020
Che dire un disastro,"1,0 de 5 estrellas","La machina e leggera e quando si inserisce la maniglia del caffè bisogna tenerla ferma con l’altra mano
A quel prezzo non ammissibile",Marco Michieli,Revisado en Italia el 9 de junio de 2021
Goede professionele espresso machine,"5,0 de 5 estrellas","Goede espresso machine met veel instellingen om een lekkere espresso te maken.
Snel geleverd",Martin,Revisado en Países Bajos el 1 de agosto de 2024
Meisterhafte Espresso-Zubereitung: Sage Appliances Barista Pro Espressomaschine im Test!,"5,0 de 5 estrellas","Die Sage Appliances Barista Pro Espressomaschine hat meine Erwartungen in puncto Qualität, Leistung und Benutzerfreundlichkeit weit übertroffen. Als passionierter Kaffeeliebhaber und Hobby-Barista bin ich von den Fähigkeiten dieser Espressomaschine beeindruckt.

Das Design der Barista Pro ist nicht nur ästhetisch ansprechend, sondern auch funktional durchdacht. Die Edelstahl-Oberfläche verleiht der Maschine eine robuste und professionelle Optik. Die Bedienelemente sind intuitiv platziert, und das beleuchtete LCD-Display macht die Navigation durch die verschiedenen Einstellungen und Funktionen besonders einfach.

Die Leistung dieser Espressomaschine ist beeindruckend. Der integrierte 15-Bar-Druck sorgt für eine optimale Extraktion des Kaffees und ermöglicht die Zubereitung von Espresso in Barista-Qualität. Die Vorbrühfunktion stellt sicher, dass das Kaffeemehl gleichmäßig getränkt wird, was zu einer verbesserten Aromenausbeute führt.

Die Mahlfunktion der Barista Pro ist ein weiteres Highlight. Der konische Mahlwerk ermöglicht eine präzise Einstellung der Mahlgradstufen, was eine individuelle Anpassung an verschiedene Kaffeesorten und Zubereitungsmethoden erlaubt. Die Mahldauer und -menge können ebenfalls einfach angepasst werden.

Die Dampfdüse der Barista Pro ist leistungsstark und ermöglicht die perfekte Milchschaumerzeugung für Cappuccino oder Latte Art. Die Temperaturkontrolle ist präzise, und das Heizsystem arbeitet effizient, was eine schnelle Aufheizzeit gewährleistet.

Die Pflege und Reinigung der Barista Pro gestalten sich unkompliziert. Die entnehmbaren Komponenten sind spülmaschinenfest, und der automatische Reinigungszyklus erleichtert die Instandhaltung der Maschine.

Der Preis für die Sage Appliances Barista Pro Espressomaschine mag auf den ersten Blick höher erscheinen, aber die Qualität, Funktionalität und die Fähigkeit, professionelle Espresso-Getränke zuzubereiten, machen sie zu einer Investition für jeden Kaffeeliebhaber, der höchste Ansprüche an seinen Espresso stellt.

Insgesamt kann ich die Sage Appliances Barista Pro Espressomaschine uneingeschränkt empfehlen. Sie kombiniert Stil mit höchster Leistung und ermöglicht die Zubereitung von Espresso auf Barista-Niveau im eigenen Zuhause. Die Barista Pro ist eine meisterhafte Espressomaschine, die den Weg zu perfektem Kaffeegenuss ebnet.",Hein Schendier,Revisado en Alemania el 14 de diciembre de 2023
Just ace!,"5,0 de 5 estrellas",Not a lot more to say. It’s takes a bit of getting used to if you are using the standard baskets but I’ve yet to have a bad cup of coffee from this machine. The milk frother is great once you get it set up how you like it. It’s quick to heat up and has a few hidden functions like being able to just produce hot water from the milk frother that is not in the manual. Perfect for an americano. I got this on offer at £299 but even at full price it’s great. Takes up very little room on my counter top. The only question is should you get the one with the grinder built in. I love it.,Slightly miffed uk,Revisado en Reino Unido el 28 de septiembre de 2021
الاله فيه عطل,"1,0 de 5 estrellas",كيف يمكن تصليح العطل في الاله ماخذت عندي غير اسبوعين وخربت,Abeer,Revisado en Arabia Saudita el 24 de junio de 2024
Kalite muazzam,"5,0 de 5 estrellas","Daha yeni geldi deneme fırsatım olmadı. Denemelerimi yapınca yorum güncellemesi yapacağım. Malzeme kalitesi üst düzey.
!!Uzun bir kullanım sonrası yorum güncelliyorum.
Makina beklediğimden daha üst seviye bir cihaz çıktığını söyleyebilirim. Kullanım olarak hiçbir sorun yaşamadım. Baslarda istediğimi alamıyordum. Denemeler yaparak damak zevkime en uygun kahveyi çıkarabiliyorum. Ayrıca öğütücü sadece üstündeki rakamlardan ibaret değil içindeki değirmeni çıkarıp ordanda ayar yapabiliyorsunuz. Türk kahvesini bile çok rahatlıkla öğütürsünüz. Ömürlük bir makinaya ihtiyacınız varsa düşünmeden alın derim. Keyifle kullanıyorum.",Mehmet,Revisado en Turquía el 18 de abril de 2024
