title,rating,body,author,date
Daily coffee,"5,0 de 5 estrellas","My daily routine consists of a pour over coffee, so when my old carafe broke I ordered this instantly. It’s perfect",mrbinksmom,Revisado en los Estados Unidos el 15 de julio de 2024
"Looks nice, works well just expensive","4,0 de 5 estrellas","A very nice looking way to make coffee works really well. Coffee tastes great. It is expensive for what it is though, and I’m not sure how much better it would be than some of these knockoff versions.",Geeve,Revisado en Canadá el 13 de julio de 2024
Almost identical to my previous,"4,0 de 5 estrellas","I loved .you previous chemex and this one is just about the same just slightly different spout. Only complaint is kinda of impossible to get past is that it breaks really easy, but what can you do it's made of glass and that's apart of the appeal.",Christian M.,Revisado en Canadá el 2 de julio de 2024
Great item but glass is not thick enough,"2,0 de 5 estrellas","I've used the Chemex twice and love it, but I'm really disappointed with how thin the glass is. Despite reading many reviews about its delicate nature and handling it with care, it chipped after making gentle contact with another item in the fridge after the second use. I couldn't believe how easily it chipped. I've used plenty of other glass pitchers over the years that have held up great, but not the Chemex. Poor quality.",Kate Stephens,Revisado en los Estados Unidos el 29 de junio de 2024
Chemex,"5,0 de 5 estrellas",Excelente producto,Excelente producto,Revisado en los Estados Unidos el 28 de junio de 2024
Mi método preferido,"5,0 de 5 estrellas","Es el método que más me gusta para preparar un buen café. El producto tiene muy buen diseño, muy buena capacidad y, además, llegó en la mitad del tiempo estimado.",Cliente de Kindle,Revisado en los Estados Unidos el 19 de junio de 2024
Great coffeemaker,"5,0 de 5 estrellas",High quality glass coffeemaker for pour over coffee,CoffeeEnjoyer9,Revisado en Australia el 19 de junio de 2024
⭐️,"5,0 de 5 estrellas",Good quality product and arrived in time,Madhu,Reseñado en Suecia el 4 de junio de 2024
For 3 cups a 6 cup chemex is a simpler path,"5,0 de 5 estrellas",This is a beautiful product and makes a great cup of coffee. I have found that using my 6 cup chemex is a better solution for getting 3 cups in the morning. The filters cost the same and do not require folding and I can pour in my 16 ounces of water into my 6 cupper and walk away. With the 3 cup the flute (top) is too small for 15 oz so I end up hanging out with my chemex to pour it a few times. To my tongue the taste is the same.,Placeholder,Revisado en los Estados Unidos el 1 de junio de 2024
Good one !,"5,0 de 5 estrellas",Beautiful and Solid class .,Chen lee har,Revisado en los Estados Unidos el 30 de mayo de 2024
Expensive glass,"3,0 de 5 estrellas",A very expensive bottle made with 2 pieces of glasses. Not really recommend.,CH01,Revisado en Canadá el 26 de mayo de 2024
Coffee is very smooth!,"5,0 de 5 estrellas",I’m usually too rushed to brew coffee so I use my Keurig. However the weekends offer a special treat with a much better cup of coffee. Beats out any coffee shop coffee!,Joyce Ferritto,Revisado en los Estados Unidos el 21 de mayo de 2024
great design,"5,0 de 5 estrellas",so easy to use and a great show piece.,Kenneth Exner,Revisado en los Estados Unidos el 14 de mayo de 2024
"Clean coffee, better for environment","5,0 de 5 estrellas","I have been making coffee in coffeemakers since I was 12. I was rewatching Mary Tyler Moore and noticed her beautiful coffeepot which happened to be a Chemex. When my coffeemaker died I decided it was time to get a more energy conscious appliance. I watched several YouTube videos on how to brew the coffee and I still haven’t bought a gooseneck teapot as I can’t justify the additional expense. I use my regular teapot and have the water come out the whistle hole. Works for me. I don’t believe I’ve gotten the grind down to the exact science, but I like doing experiments. I’m a baker, a chef, experimenting keeps my brain happy and you can’t really mess up coffee. Even with using the incorrect grind, the not recommended pour over spout, the coffee tasted cleaner. It tastes better. I love that I’m using less electricity and getting a better coffee experience.
I wouldn’t stop talking about it so much that my mother bought one too.",Elle M,Revisado en los Estados Unidos el 13 de mayo de 2024
Love,"5,0 de 5 estrellas","This is the best coffee ""maker"" that I've ever used. This makes the smoothest tasting drip coffees. It's a little slower than a Keurig but that taste is great. Definitely worth it.",Holly K,Revisado en los Estados Unidos el 7 de mayo de 2024
