title,rating,body,author,date
"Un año y se rompe, dos seguidas","2,0 de 5 estrellas","He tenido dos y ambas han durado poco más de un año, mientras funcionan van muy bien, dejan de hacerlo de un momento a otro cuando se empieza a filtrar el agua por debajo de la base",RoadMapToHell,Revisado en España el 10 de julio de 2024
Eficiente y compacta.,"5,0 de 5 estrellas","El precio es más bajo que los nacionales da buen café, y no es tan aparatoso como las demás cafeteras de oficina.",Marisel Jimenez,Revisado en España el 3 de julio de 2024
Gran cafetera,"5,0 de 5 estrellas",Muy buena relación calidad precio.,Juan,Revisado en España el 4 de junio de 2024
Burnaston calidad,"5,0 de 5 estrellas",buena calidad y mantiene el café caliente,RegularBuyer,Revisado en España el 28 de mayo de 2024
Capacidad ytemperatura,"5,0 de 5 estrellas","La tengo hace poco, buscaba una cafetera con capacidad y que calentará mucho el café y está cumple con todo.",M.J.,Revisado en España el 17 de mayo de 2024
No convence,"3,0 de 5 estrellas","Esperaba mejor calidad. Acostumbrado a este tipo de cafeteras ésta la encuentro algo peor a otras que he tenido. El café bien, como todas ellas, pero poniendo la misma cantidad de café y el mismo filtro desechable que en las anteriores, en ésta no sé por qué se cuelan posos. No es agradable cuando te tomas los últimos 3 cafés y se te quedan posos en la boca...",Juan Pedro García,Revisado en España el 9 de mayo de 2024
Muy buen artículo,"5,0 de 5 estrellas",Una cafetera fácil de usar. Relación precio-calidad excelente. Buena marca. Funciona muy bien.,Sven P.,Revisado en España el 1 de mayo de 2024
"DISEÑO, CALIDAD, FACIL USO","4,0 de 5 estrellas","ME GUSTA SU SENCILLEZ DE USO Y EL DISEÑO ME PARECE ELEGANTE, TAMBIEN ME GUSTA EL SISTEMA DE GOTEO QUE TIENE DIFERENTE A LO HABITUAL O LAS ANTIGUAS CAFETERAS, DE MOMENTO TODO BIEN, PARECE ROBUSTA NO COMO OTRAS QUE HE PROBADO QUE PARECEN CAFETERAS DE JUGUETE PORQUE SON DE PLASTICO TOTAL Y MUY DEBIL.
ASI QUE CONTENTO CON LA COMPRA",jose,Revisado en España el 25 de abril de 2024
Sentimientos contradictorios,"3,0 de 5 estrellas","Una cafetera de filtro Russell Hobbs por 28 euros (50% de descuento) es un precio espectacular. La máquina es preciosa, con plástico negro brillante y detalles metálicos. Tengo sentimientos contradictorios porque, aunque viene con una cuchara medidora para el café en polvo y una escala impresa para el agua, todavía no he conseguido la proporción adecuada para hacer una buena taza de café.",Mario Jose R. Assuncao,Revisado en España el 23 de abril de 2024
Calidad precio correcto,"5,0 de 5 estrellas","Por ahora, sin ninguna queja. Una cafetera muy práctica.",Cliente Amazon,Revisado en España el 21 de abril de 2024
Excelente escolha,"5,0 de 5 estrellas",Qualidade do produto é Excelente oportunidade,Pedro Emanuel Barbosa Tomás,Revisado en España el 15 de abril de 2024
Las mejores cafetera de goteo,"5,0 de 5 estrellas","He tenido varias de esta marca y todas estupendas.
Dan para muchos cafés.",Jose,Revisado en España el 1 de abril de 2024
Buena calidad,"5,0 de 5 estrellas","Excelente producto muy contento con la compra, lo recomiendo",Luis,Revisado en España el 28 de marzo de 2024
Mala calidad,"3,0 de 5 estrellas",Al 3 uso el agua se sale llenes el depósito lo que lo llenes tanto al máximo como al mínimo 40€ tirados ala basura,Antonio,Revisado en España el 7 de enero de 2024
esta cafetera muy bien,"5,0 de 5 estrellas","Se recomienda la cafetera. Estamos muy satisfechos. Desafortunadamente, nuestra vieja cafetera ya no funciona, por lo que tuvimos que comprar una nueva. HG",H. G.,Revisado en España el 25 de diciembre de 2023
Lo esperado tenia una igual por eso la he Vuelta a pedir muy satisfecho,"5,0 de 5 estrellas",La comodidad de hacer cafe,Damia,Revisado en España el 30 de noviembre de 2023
