title,rating,body,author,date
Marian Romero,"5,0 de 5 estrellas","Hace el café lentamente y sale muy bueno.
Pese a sus dimensiones no ocupa mucho espacio.
Cumple con mis expectativas",Mª Angeles Romero Gómez,Revisado en España el 26 de agosto de 2017
justo lo que buscaba,"5,0 de 5 estrellas","me gusta esta parca mucho, tuve en casa una cafetera de la misma marca y me duro mucho por lo que he decidido continuar y comprarme un modelo mas nuevo.",rafa94,Revisado en España el 5 de agosto de 2017
Buena cafetera,"4,0 de 5 estrellas",Muy cómoda y práctica. Fácil de usar. Cuesta un poco lavar la cafetera porque la boca es estrecha pero en general muy buena compra.,Cliente Kindle,Revisado en España el 13 de abril de 2017
rowenta ct 3818,"3,0 de 5 estrellas","La cafetera llegó bien, pero no traia ninguna hoja o folleto con las instrucciones acerca de su funcionamiento, y es demasiado grande",carmen,Revisado en España el 15 de marzo de 2017
Grata sorpresa.,"5,0 de 5 estrellas","Una máquina estupenda, buenos materiales y la jarra termo va genial para mantener calentito el café unas dos horas! Muy contenta con la compra.",schraply,Revisado en España el 21 de noviembre de 2016
Preciosa y buena,"5,0 de 5 estrellas","Me encanta la cafetera!! Sin duda la volvería a comprar. El termo tiene gran capacidad, y aguanta el café caliente un montón de tiempo. No tarda nada en calentar el agua, lo tienes echo en un plis plas. Es de fácil limpieza, ya que se desmonta, he de decir que uso filtros de papel, para prevenir que se atasque. La jarra no gotea por lo que no tienes que andar con la servilleta. Y lo mejor de todo es que apaga sola, una vez que el café está listo. Tiene un diseño precioso, se ve de calidad tanto la cafetera como el termo, el que por cierto, una vez echo el café, no te quema ni la base. Perfecto!!!",BCL,Revisado en España el 20 de noviembre de 2016
"bonita, calidad superior y buena marca","5,0 de 5 estrellas","he tenido anteriormente una rowenta que me ha durado 25 años, espero que esta me dure lo mismo; la marca es de garantía y se nota la diferencia de calidad con la HKoening stewar que había comprado. la cafetera termo mantiene el café muy caliente y tiene mucha capacidad. se nota que es rowenta.",antonio garcia legarreta,Revisado en España el 5 de marzo de 2016
Würde ich wiederkaufen,"4,0 de 5 estrellas","Die Kaffeemaschine wurde schnell geliefert, der Kaffee wird schnell aufgebrüht und ist auch heiß. Ein Stern Abzug, da das Einfüllen des Wassers schwieriger ist.",M.B.,Revisado en Alemania el 20 de julio de 2024
Funktioniert gut,"5,0 de 5 estrellas","Füllmenge gut, leicht zu reinigen, Kaffee hält in der Kanne gut Warm,",GV650,Revisado en Alemania el 19 de julio de 2024
Perfekt,"5,0 de 5 estrellas",Pünktliche Lieferung. Preis vollkommen in Ordnung.,Amazon Kunde,Revisado en Alemania el 17 de julio de 2024
